Date,City,Cause of Death
12/5/2003,Santa Rosalia -  Baja California Sur -  Mexico,Suicide
12/8/2003,Manzanillo -  Colima -  Mexico,Natural Disaster
12/12/2003,Between Martinica And Loma Linda -  San Juan De Los Lagos -  Jalisco -  Mexico,Veh. Accident-Auto
12/13/2003,Highway Guaymas-hermosillo -  Guaymas -  Sonora -  Mexico,Air Accident
12/13/2003,Highway Guaymas-hermosillo -  Guaymas -  Sonora -  Mexico,Air Accident
12/14/2003,Cuernavaca -  Morelos -  Mexico,Suicide
12/18/2003,Abasolo-cueramaro Highway -  Guanajuato -  Mexico,Veh. Accident-Auto
12/18/2003,Ajijic -  Chapala -  Jalisco -  Mexico,Natural Disaster
12/20/2003,Akumal -  Quintana Roo -  Mexico,Veh. Accident-Auto
12/20/2003,Akumal -  Quintana Roo -  Mexico,Veh. Accident-Auto
12/20/2003,Akumal -  Quintana Roo -  Mexico,Veh. Accident-Auto
12/22/2003,Km 135+100 -  San Luis Potosi-queretaro Highway -  Mexico,Veh. Accident-Auto
12/22/2003,Km 135+100 -  San Luis Potosi-queretaro Highway -  Mexico,Veh. Accident-Auto
12/22/2003,Santa Rosa-la Barca Freeway -  Poncitlan -  Jalisco -  Mexico,Veh. Accident-Auto
12/25/2003,Acapulco -  Guerrero -  Mexico,Other Accident
12/25/2003,Km 87 Mexico-cuernavaca Highway -  Cuernavaca -  Morelos -  Mexico,Veh. Accident-Auto
12/25/2003,Km 87 Mexico-cuernavaca Highway -  Cuernavaca -  Morelos -  Mexico,Veh. Accident-Auto
12/28/2003,Enseada -  Baja California Norte -  Mexico,Homicide
12/31/2003,Tijuana -  Baja California Norte -  Mexico,Homicide
1/2/2004,Highway 54 -  Km 120 -  Villa De Cos -  Zacatecas -  Mexico,Veh. Accident-Auto
1/4/2004,Lazaro Cardenas -  Michoacan -  Mexico,Drowning
1/4/2004,Sanatorio Lourdes -  Navojoa -  Sonora -  Mexico,Veh. Accident-Auto
1/6/2004,Cozumel -  Quintana Roo -  Mexico,Drowning
1/7/2004,Ciudad Mante -  Tamaulipas -  Mexico,Other Accident
1/7/2004,Ixtapa -  Zihuatanejo -  Guerrero -  Mexico,Drowning
1/8/2004,Acapulco -  Guerrero -  Mexico,Suicide
1/9/2004,Tecate -  Baja California Norte -  Mexico,Veh. Accident-Auto
1/14/2004,Highway 45 -  Km 245 -  Concepcion Deloro -  Zacatecas -  Mexico,Veh. Accident-Auto
1/14/2004,Highway 45 -  Km 245 -  Concepcion Deloro -  Zacatecas -  Mexico,Veh. Accident-Auto
1/15/2004,San Quintin -  Baja California Norte -  Mexico,Suicide
1/18/2004,Ensenada -  Baja California Norte -  Mexico,Drowning
1/18/2004,San Miguel De Allende -  Guanajuato -  Mexico,Other Accident
1/18/2004,San Miguel De Allende -  Guanajuato -  Mexico,Other Accident
1/18/2004,Tijuana -  Baja California Norte -  Mexico,Veh. Accident-Auto
1/19/2004,Cozumel -  Quintana Roo -  Mexico,Drowning
1/19/2004,Highway Guadalajara-maravatio -  Km 411 -  Jalisco -  Mexico,Veh. Accident-Auto
1/19/2004,Matehuala -  San Luis Potosi -  Mexico,Veh. Accident-Pedestrian
1/21/2004,Cozumel -  Quintana Roo -  Mexico,Maritime Accident
1/23/2004,Vicente Guerrero -  Baja California Norte -  Mexico,Veh. Accident-Motorcycle
1/24/2004,Km 2 Cd Victoria-matamoros Highway -  Guemez -  Tamaulipas -  Mexico,Veh. Accident-Motorcycle
1/25/2004,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
1/28/2004,Red Cross Rosarito -  Baja California Norte -  Mexico,Veh. Accident-Auto
1/30/2004,Blvd. Francisco Medina Ascencio S/n -  Puerto Vallarta -  Jalisco -  Mexico,Veh. Accident-Auto
1/30/2004,Reynosa -  Tamaulipas -  Mexico,Homicide
2/4/2004,Cancun -  Quintana Roo -  Mexico,Drowning
2/4/2004,Tijuana -  Baja California Norte -  Mexico,Homicide
2/4/2004,Tijuana -  Baja California Norte -  Mexico,Homicide
2/6/2004,Merida -  Yucatan -  Mexico,Suicide
2/7/2004,Fernando Moreno Pena Crossroad Km 07-400 -  Tecoman -  Colima -  Mexico,Veh. Accident-Auto
2/10/2004,Floores Magon-villahumada Highway -  Chihuahua -  Mexico,Veh. Accident-Auto
2/10/2004,Tijuana -  Baja California Norte -  Mexico,Homicide
2/10/2004,Tijuana -  Baja California Norte -  Mexico,Homicide
2/12/2004,Camino A Escudero Y Camino Viejo A San Jose -  Cd Juarez -  Mexico,Homicide
2/13/2004,Tulum Ave Sur No. 260 -  Cancun -  Quintana Roo -  Mexico,Veh. Accident-Auto
2/14/2004,Playas De Tijuana -  Baja California Norte -  Mexico,Homicide
2/19/2004,Barranca De Amanalco -  Cuernavaca -  Morelos -  Mexico,Other Accident
2/19/2004,Carretera Benito Juarez Km. 86.7 -  Angostura -  Sinaloa -  Mexico,Veh. Accident-Auto
2/20/2004,Cancun -  Quintana Roo -  Mexico,Veh. Accident-Auto
2/22/2004,Colonia Jardin -  Nuevo Laredo -  Tamaulipas -  Mexico,Veh. Accident-Auto
2/23/2004,Tijuana -  Baja California Norte -  Mexico,Homicide
2/26/2004,Boulevard Honduras Crossing -  Fracc. Santa Fe -  Guadalarajara -  Jalisco -  Mexico,Veh. Accident-Pedestrian
3/4/2004,Mexicali -  Baja Caliifornia Norte -  Mexico,Suicide
3/7/2004,Sonoyta -  Sonora -  Mexico,Veh. Accident-Auto
3/13/2004,Rosarito -  Baja Calif0rnia Norte -  Mexico,Veh. Accident-Auto
3/16/2004,Cancun -  Quintana Roo -  Mexico,Veh. Accident-Bus
3/16/2004,Tulum -  Quintana Roo -  Mexico,Drowning
3/17/2004,Km 14 Freeway Acatlan De Juarez - Zacoalco De Torres -  Jalisco -  Mexico,Veh. Accident-Auto
3/18/2004,Kukulcan Blvd. -  Cancun -  Quitana Roo -  Mexico,Other Accident
3/18/2004,Matamoros -  Tamaulipas,Other Accident
3/18/2004,Rincon De Guayabitos -  Nayarit -  Mexico,Drowning
3/21/2004,Col Guerrero -  Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
3/22/2004,Chihuahua-namiquipa Highway Km 43 -  El Terrero -  Chihuahua -  Mexico,Veh. Accident-Auto
3/26/2004,Luis Donaldo Colosio S-n -  Col. El Remace -  Puerto Vallarta -  Jalisco -  Mexico,Veh. Accident-Auto
3/27/2004,Highway Km 186.2 Rosario-escuinapa -  Sinaloa -  Mexico,Veh. Accident-Auto
3/30/2004,Tinum -  Yucatan -  Mexico,Other Accident
3/31/2004,Tecate -  Baja California Norte -  Mexico,Homicide
3/31/2004,Tecate -  Baja California Norte -  Mexico,Homicide
4/2/2004,Tijuana -  Baja California Norte -  Mexico,Veh. Accident-Auto
4/4/2004,Monterrey -  Nuevo Leon -  Mexico,Veh. Accident-Auto
4/5/2004,La Paz -  Baja California Sur -  Mexico,Veh. Accident-Auto
4/7/2004,Juan Aldama El Tigre -  Navolato -  Sinaloa -  Mexico,Air Accident
4/7/2004,Juan Aldama El Tigre -  Navolato -  Sinaloa -  Mexico,Air Accident
4/7/2004,Piedras Negras -  Coahuila -  Mexico,Other Accident
4/8/2004,Playa Del Carmen -  Quitana Roo -  Mexico,Drowning
4/10/2004,Puerto Escondido -  Oaxaca -  Mexico,Drowning
4/12/2004,Kukulcan Blvd. Cancun -  Quitana Roo -  Mexico,Veh. Accident-Motorcycle
4/14/2004,Pascuales -  Tecoman -  Colima -  Mexico,Drowning
4/17/2004,Ensenada -  Baja California Norte -  Mexico,Other Accident
4/17/2004,Rosarito -  Baja California Norte -  Mexico,Other Accident
4/18/2004,Mexicali -  Baja California Norte -  Mexico,Homicide
4/18/2004,Mexicali -  Baja California Norte -  Mexico,Homicide
4/20/2004,Cancun -  Quitana Roo -  Mexico,Other Accident
4/21/2004,Dom Conocido -  Barrio San Sebastian -  Tlaxiaco -  Oaxaca -  Mexico,Other Accident
4/22/2004,Fracc El Marqus -  Ciudad Juarez -  Chihuahua -  Mexico,Homicide
4/22/2004,Km 8 + 500 San Miguel - Jalostotitlan Freeway -  Jalisco -  Mexico,Veh. Accident-Auto
4/23/2004,Tecate -  Baja California Norte -  Mexico,Homicide
4/24/2004,Rosarito -  Baja California Norte -  Mexico,Veh. Accident-Auto
4/26/2004,Playa Del Carmen -  Quintana Roo -  Mexico,Drowning
4/28/2004,Cabo San Lucas -  Baja California Sur -  Mexico,Drowning
4/28/2004,Km 102 -  Matehuala Highway -  Poblado Nunez -  Guadalcazar -  San Luis Potosi -  Mexico,Veh. Accident-Auto
4/29/2004,Ensenada -  Baja California Norte -  Mexico,Suicide
5/5/2004,Zamora -  Michoacan -  Mexico,Suicide
5/6/2004,Poliplaza Medica Pedro Rosales De Leon 7510 -  Cd Juarez -  Chihuahua -  Mexico,Homicide
5/6/2004,Puerto Vallarta -  Jalisco -  Mexico,Suicide
5/13/2004,Km 0.2 Highway Culiacan-mazatlan -  Mexico,Veh. Accident-Auto
5/13/2004,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
5/16/2004,Km 46 Freeway San Sebastian - Puerto Vallarta -  Jalisco -  Mexico,Veh. Accident-Auto
5/19/2004,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
5/20/2004,Puerto Vallarta -  Jalisco -  Mexico,Other Accident
5/21/2004,Nuevo Laredo -  Nuevo Leon -  Mexico,Drug-Related
5/24/2004,57 Highway -  Km 134 -  Sta. Maria Del Rio -  San Luis Potosi -  San Luis Potosi -  Mexico,Veh. Accident-Auto
5/26/2004,Los Cabos -  Baja California Sur -  Mexico,Drowning
5/27/2004,Puerto Vallarta -  Jalisco -  Mexico,Other Accident
5/30/2004,Cancun -  Quitana Roo -  Mexico,Drowning
5/30/2004,Rosarito -  Baja California Norte -  Mexico,Veh. Accident-Auto
5/31/2004,El Saus -  Gral. Francisco R Murguia -  Zacatecas -  Mexico,Homicide
5/31/2004,Paila San Rafael Hwy. Parras -  Coahuila -  Mexico,Veh. Accident-Auto
6/10/2004,Puerto Penasco -  Sonora -  Mexico,Veh. Accident-Motorcycle
6/12/2004,Ciudad Juarez-chihuahua Highway -  Chihuahua -  Mexico,Veh. Accident-Auto
6/12/2004,Tijuana -  Baja California Norte -  Mexico,Other Accident
6/15/2004,Colima -  Colima -  Mexico,Veh. Accident-Auto
6/15/2004,Pueblo Viejo -  Veracruz -  Mexico,Drowning
6/16/2004,Cancun -  Quintana Roo -  Mexico,Other Accident
6/23/2004,Galeana -  Nuevo Leon -  Mexico,Veh. Accident-Auto
6/23/2004,Galeana -  Nuevo Leon -  Mexico,Veh. Accident-Auto
6/23/2004,Playa Del Carmen -  Quitana Roo -  Mexico,Drowning
7/2/2004,Magdalena -  Sonora -  Mexico,Veh. Accident-Auto
7/3/2004,Km 100+200 Guadalajara -  Tepic Hwy -  Ixtlan Del Rio -  Nayarit -  Mexico,Veh. Accident-Auto
7/3/2004,Km 100+200 Guadalajara -  Tepic Hwy -  Ixtlan Del Rio -  Nayarit -  Mexico,Veh. Accident-Auto
7/3/2004,Tepacaltepec -  Michoacan -  Mexico,Suicide
7/5/2004,Highway 57 -  Km 90+750 -  Guadalcazar-huizache -  San Luis Potosi -  Mexico,Veh. Accident-Auto
7/10/2004,Playa Del Carmen -  Quintana Roo -  Mexico,Drowning
7/12/2004,Puerto Penasco -  Sonora -  Mexico,Suicide
7/12/2004,Tijuana -  Baja California Norte -  Mexico,Homicide
7/13/2004,Ensenada -  Baja California Norte -  Mexico,Homicide
7/13/2004,Hospital San Jose -  Colon Oriente #320 -  Jardines De Catedral -  Zamora -  Michoacan -  Mexico,Veh. Accident-Auto
7/17/2004,Loreto -  Baja California Sur -  Mexico,Drowning
7/25/2004,Playas De Tijuana -  Baja California Norte -  Mexico,Homicide
7/27/2004,Tijuana -  Baja California Norte -  Mexico,Veh. Accident-Auto
7/30/2004,Doctor Arroyo -  Nuevo Leon -  Mexico,Veh. Accident-Auto
7/31/2004,Hotel Costa Bonita -  Zona Dorada -  Mazatlan -  Sinaloa -  Mexico,Drowning
8/1/2004,Tijuana -  Baja California Norte -  Mexico,Suicide
8/3/2004,Km 152 Jimenez-torreon Highway -  Mexico,Veh. Accident-Auto
8/3/2004,Panamerican Hwy Km 221 -  Mexico,Veh. Accident-Auto
8/6/2004,Mexico City -  Distrito Federal -  Mexico,Homicide
8/8/2004,Carretera Mexicali-san Felipe Km 179 -  Baja California Norte -  Mexico,Veh. Accident-Motorcycle
8/8/2004,Carretera Mexicali-san Felipe Km 179 -  Baja California Norte -  Mexico,Veh. Accident-Motorcycle
8/9/2004,La Paz -  Baja California Sur -  Mexico,Homicide
8/17/2004,Carretera Santa Rosalia -  Guerrero Negro -  Mexico,Veh. Accident-Auto
8/18/2004,Acapulco -  Guerrero -  Mexico,Suicide
8/18/2004,San Pedro Garza Garcia -  Nuevo Leon -  Mexico,Homicide
8/19/2004,Ave Madero #451 -  Chapala -  Jalisco -  Mexico,Other Accident
8/20/2004,Carretera 15 Km 205-700 -  Imuris -  Mexico,Veh. Accident-Auto
8/21/2004,San Luis De La Paz -  Guanajuato -  Mexico,Veh. Accident-Auto
8/25/2004,Freeway Chapala -  Ajijic -  Jalisco -  Mexico,Veh. Accident-Auto
8/25/2004,Km 65.9 Nogales-hermosillo Hwy -  Mexico -  Sonora -  Mexico,Veh. Accident-Auto
8/29/2004,Carretera 15 Km 205-700 -  Imuris -  Sonora -  Mexico,Veh. Accident-Auto
8/29/2004,Carretera 15 Km 205-700 -  Imuris -  Sonora -  Mexico,Veh. Accident-Auto
8/29/2004,Carretera 15 Km 205-700 -  Imuris -  Sonora -  Mexico,Veh. Accident-Auto
8/29/2004,Carretera 15 Km 205-700 -  Imuris -  Sonora -  Mexico,Veh. Accident-Auto
9/5/2004,Cabo San Lucas -  Baja California - mexico,Veh. Accident-Auto
9/5/2004,Puerto Penasco -  Sonora -  Mexico,Veh. Accident-Auto
9/7/2004,Acapulco -  Guerrero -  Mexico,Suicide
9/11/2004,Rancho Del Mar -  Rosarito -  Baja California Norte -  Mexico,Drowning
9/14/2004,Highway 57 -  Los Llanos -  Arteaga -  Coahuila -  Mexico,Veh. Accident-Auto
9/14/2004,Highway 57 -  Los Llanos -  Arteaga -  Coahuila -  Mexico,Veh. Accident-Auto
9/14/2004,Highway 57 -  Los Llanos -  Arteaga -  Coahuila -  Mexico,Veh. Accident-Auto
9/16/2004,Alvarado -  Veracruz -  Mexico,Suicide
9/19/2004,Km 28+600 Tramo Carretera Maneadero-santo Tomas -  Baja California Norte -  Mexico,Veh. Accident-Auto
9/21/2004,Matamoros-mazatlan 40 Hwy Km 217+100 -  La Cuchilla -  Coahuila -  Mexico,Veh. Accident-Auto
9/23/2004,Centro Medico Nacional De Occidente -  Guadalajara -  Jalisco -  Mexico,Other Accident
9/23/2004,Mexicali -  Baja California Norte -  Mexico,Homicide
9/23/2004,Tijuana -  Baja California Norte -  Mexico,Homicide
9/25/2004,Puerto Penasco -  Sonora -  Mexico,Maritime Accident
10/3/2004,Mazatlan -  Sinaloa -  Mexico,Suicide
10/4/2004,Punta Sur Reef -  Cozumel -  Quintana Roo -  Mexico,Drowning
10/9/2004,Guadalajara 1212 -  Col. Madero -  Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
10/15/2004,Municipio De Purificacion -  Jalisco -  Mexico,Homicide
10/17/2004,Vega De La Torre -  Veracruz -  Mexico,Veh. Accident-Auto
10/21/2004,Cutzamala-nuevo Galeana Highway -  Guerrero -  Mexico,Homicide
10/21/2004,Cutzamala-nuevo Galeana Highway -  Guerrero -  Mexico,Homicide
10/23/2004,Puerto Penasco -  Sonora -  Mexico,Suicide
10/24/2004,Nogales -  Sonora -  Mexico,Drug-Related
10/26/2004,Casa De Los Abuelos -  Reforma 410 -  Oaxaca -  Oaxaca -  Mexico,Drug-Related
10/31/2004,Pescadilla S/n Anapra -  Ciudad Juarez -  Chihuahua -  Mexico,Drug-Related
11/3/2004,Maeva Club Beach -  Riviera Maya -  Quintana Roo -  Mexico,Drowning
11/5/2004,Col. Campestre -  Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
11/11/2004,San Quintin -  Baja California Norte -  Mexico,Veh. Accident-Pedestrian
11/12/2004,Puerto Penasco To Caborca Highway Kilomter 90 -  Sonora -  Mexico,Veh. Accident-Motorcycle
11/13/2004,En Route To Hospital De La Fe In San Miguel De Allende -  Guanajuato -  Mexico,Veh. Accident-Motorcycle
11/21/2004,Calle Morelos -  Colonia Centro -  Santa Ana -  Sonora -  Mexico,Veh. Accident-Auto
11/22/2004,Tijuana -  Baja California Norte -  Mexico,Veh. Accident-Other
11/23/2004,Playa Del Carmen -  Quintana Roo -  Mexico,Drug-Related
11/24/2004,International Freeway Mexico-nogales -  Km 57+800 -  Santiago Ixcuintla -  Nayarit -  Mexico,Veh. Accident-Auto
11/27/2004,Cabo Falso -  Cabo San Lucas -  Baja California Sur -  Mexico,Drowning
11/29/2004,Puerto Penasco -  Sonora -  Mexico,Maritime Accident
12/1/2004,Playa Del Carmen -  Quintana Roo -  Mexico,Drowning
12/3/2004,Ensenada -  Baja California Norte -  Mexico,Homicide
12/5/2004,Melia Hotel -  Puerto Vallarta -  Jalisco -  Mexico,Other Accident
12/7/2004,Columbia Reef -  Cozumel -  Quintana Roo -  Mexico,Drowning
12/9/2004,Kolimba Underground River -  Tulum -  Quintana Roo -  Mexico,Drowning
12/9/2004,Kolimba Underground River -  Tulum -  Quintana Roo -  Mexico,Drowning
12/10/2004,Private Hospital -  Playa Del Carmen -  Quitana Roo -  Mexico,Veh. Accident-Auto
12/12/2004,El Fuerte-churintzio Michoacan Highway -  Michoacan -  Mexico,Veh. Accident-Auto
12/14/2004,Loma Linda Condominiums -  Puerto Vallarta -  Jalisco -  Mexico,Other Accident
12/16/2004,Centro De Salud -  Santa Ana -  Sonora -  Mexico,Veh. Accident-Auto
12/16/2004,El Retorno-matehuala Km 174+700 -  Matehuala -  San Luis Potosi -  Mexico,Veh. Accident-Auto
12/18/2004,Pino Suarez No. 202 -  Cotija De La Paz -  Michoacan -  Mexico,Other Accident
12/18/2004,Sayulita -  Nayarit -  Mexico,Veh. Accident-Auto
12/19/2004,Galena -  Nuevo -  Mexico,Veh. Accident-Auto
12/19/2004,Galena -  Nuevo -  Mexico,Veh. Accident-Auto
12/19/2004,Galena -  Nuevo -  Mexico,Veh. Accident-Auto
12/19/2004,International Freeway No. 15 Mexico-nogales -  Acaponeta -  Nayarit -  Mexico,Veh. Accident-Pedestrian
12/19/2004,Public Roadway -  El Tamarindo -  Culiacan -  Sinaloa -  Mexico,Veh. Accident-Pedestrian
12/20/2004,54 Highway -  Ejido Guadalup Victoria -  Saltillo -  Coahuila -  Mexico,Veh. Accident-Auto
12/20/2004,Matehuala -  San Luis Potosi -  Mexico,Homicide
12/23/2004,Tepetongo -  Zacatecas -  Mexico,Homicide
12/26/2004,Old Civil Hospital -  Guadalajara -  Jalisco -  Mexico,Veh. Accident-Auto
12/29/2004,Las Vegas -  Culiacan -  Sinaloa -  Mexico,Homicide
12/29/2004,Trancas Highway 51 -  Dolores Hidalgo -  Guanajuato -  Mexico,Veh. Accident-Auto
12/29/2004,Villa De Las Flores Hotel -  San Miguel De Allende -  Guanajuato -  Mexico,Other Accident
1/1/2005,Ciudad Juarez -  Chihuahua -  Mexico,Veh. Accident-Pedestrian
1/1/2005,San Jose Del Cabo -  Baja California Sur -  Mexico,Veh. Accident-Auto
1/2/2005,Chihuahua-ciudad Juarez Highway Km 122 -  Chihuahua -  Mexico,Veh. Accident-Auto
1/2/2005,Tijuana -  Baja California Norte -  Mexico,Homicide
1/3/2005,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
1/6/2005,San Miguel De Allende -  Guanajuato -  Mexico,Suicide
1/7/2005,Km 10-300 Carretera Transpeninsular San Jose -  Cabo San Lucas -  Baja California Sur -  Mexico,Veh. Accident-Auto
1/13/2005,Nuestra Senora De La Salud Hospital -  San Luis Potosi -  San Luis Potosi -  Mexico,Veh. Accident-Auto
1/15/2005,Universitario Hospital -  Saltillo -  Coahuila -  Mexico,Other Accident
1/16/2005,Ameca-ahualulco Freeway -  Jalisco -  Mexico,Veh. Accident-Auto
1/17/2005,Cabo San Lucas -  Baja California Sur -  Mexico,Maritime Accident
1/17/2005,Chapala - Ajijic Freeway -  Jalisco -  Mexico,Veh. Accident-Auto
1/21/2005,Los Griegos Ranch Near Guerrero -  Coahuila -  Mexico,Air Accident
1/21/2005,Los Griegos Ranch Near Guerrero -  Coahuila -  Mexico,Air Accident
1/21/2005,Zacatecas -  Zacatecas -  Mexico,Veh. Accident-Motorcycle
1/26/2005,Nogales -  Sonora -  Mexico,Veh. Accident-Auto
1/26/2005,Santa Matilde -  Santo Domingo -  San Luis Potosi -  Mexico,Veh. Accident-Pedestrian
1/28/2005,Zacapu-zamora Highway -  Chilchota -  Michoacan -  Mexico,Veh. Accident-Auto
1/29/2005,Beach Of Hotel -  Cancun -  Merida -  Quintana Roo -  Mexico,Drowning
1/29/2005,Tijuana -  Baja California Norte -  Mexico,Veh. Accident-Auto
1/29/2005,Tijuana -  Baja California Norte -  Mexico,Veh. Accident-Auto
1/30/2005,Eulogio Parra 3190 -  Guadalajara -  Jalisco -  Mexico,Other Accident
1/30/2005,San Felipe -  Baja California Norte -  Mexico,Homicide
1/31/2005,Cozumel -  Quintana Roo -  Mexico,Drowning
2/1/2005,Hospital General -  Nuevo Laredo -  Tamaulipas -  Mexico,Drug-Related
2/2/2005,Av Paseo De Zihuatanejo Esq. Mar Egeo -  Zihuatanejo -  Guerrero -  Mexico,Veh. Accident-Motorcycle
2/3/2005,Guadalajara - Chapala Freeway -  Jalisco -  Mexico,Veh. Accident-Pedestrian
2/3/2005,Matamoros -  Tamaulipas -  Mexico,Veh. Accident-Auto
2/3/2005,Matamoros -  Tamaulipas -  Mexico,Veh. Accident-Auto
2/5/2005,Chilpancingo -  Guerrero -  Mexico,Homicide
2/5/2005,Km 13.5 Morelia-quiroga Highway -  Morelia -  Michoacan -  Mexico,Veh. Accident-Auto
2/9/2005,La Mesa Del Toro -  Tacambaro -  Michoacan -  Mexico,Homicide
2/9/2005,La Mesa Del Toro -  Tacambaro -  Michoacan -  Mexico,Homicide
2/13/2005,Cancun -  Quintana Roo -  Mexico,Suicide
2/13/2005,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
2/16/2005,Km 2 Las Zarquillas -  Villamar -  Michoacan -  Mexico,Veh. Accident-Auto
2/16/2005,Tototlan - Ocotlan Freeway -  Km 4 -  Jalisco -  Mexico,Veh. Accident-Auto
2/17/2005,Dr. Miguel Silva Hospital -  Morelia -  Michoacan -  Mexico,Veh. Accident-Auto
2/17/2005,Monterrey -  Nuevo Leon -  Mexico,Homicide
2/19/2005,Red Cross -  Rosarito -  Baja California Norte -  Mexico,Veh. Accident-Auto
2/21/2005,Tijuana -  Baja California Norte -  Mexico,Homicide
2/23/2005,Akumal -  Quintana Roo -  Mexico,Drowning
2/24/2005,Playa Mazunte Zipolite -  Puerto Angel -  San Pedro Pochutla -  Oaxaca -  Mexico,Drowning
2/24/2005,Private Hospital -  Cancun -  Quintana Roo -  Mexico,Other Accident
2/28/2005,Freeway Lagos-union De San Antonio -  Jalisco -  Mexico,Veh. Accident-Auto
3/5/2005,Playas De Tijuana -  Baja California Norte -  Mexico,Homicide
3/5/2005,Puerto Penasco -  Sonora -  Mexico,Veh. Accident-Auto
3/6/2005,Avenida Del Mar #1111 -  Mazatlan -  Mexico,Other Accident
3/7/2005,Caleta Beach -  Cabo Corrientes -  Jalisco -  Mexico,Drowning
3/8/2005,Cuto De La Esperanza -  Mpo De Morelia -  Michoacan -  Mexico,Homicide
3/12/2005,Centro De Salud -  Linares -  Nuevo Leon -  Mexico,Veh. Accident-Auto
3/13/2005,Ciudad Juarez -  Chihuahua -  Mexico,Drug-Related
3/14/2005,Loreto -  Baja California Sur -  Mexico,Veh. Accident-Auto
3/14/2005,Mexico City -  Distrito Federal -  Mexico,Homicide
3/14/2005,Paradise Reef -  Cozumel -  Quintana Roo -  Mexico,Drowning
3/18/2005,Highway No. 45 -  Mexico - Ciudad Juarez -  Km 26 -  Chihuahua -  Mexico,Veh. Accident-Motorcycle
3/18/2005,Km 207.2 Highway 15 -  Hermosillo - Guaymas -  Sonora -  Mexico,Veh. Accident-Auto
3/18/2005,Main Highway Riviera Maya -  Quintana Roo -  Mexico,Veh. Accident-Pedestrian
3/19/2005,Hospital General -  Hermosillo -  Sonora -  Mexico,Veh. Accident-Auto
3/19/2005,Puerto Penasco -  Sonora -  Mexico,Veh. Accident-Auto
3/19/2005,Puerto Penasco -  Sonora -  Mexico,Veh. Accident-Auto
3/19/2005,Reynosa -  Tamaulipas -  Mexico,Homicide
3/20/2005,Rosarito -  Baja California Norte -  Mexico,Veh. Accident
3/21/2005,Ensenada -  Baja California Norte -  Mexico,Air Accident
3/22/2005,Avenida Bonampak Lt 7 M 2 Cancun -  Quintana Roo -  Mexico,Drug-Related
3/23/2005,Bahia Boulevard -  Chetumal -  Quintana Roo -  Mexico,Drowning
3/23/2005,Mazatlan -  Sinaloa -  Mexico,Drowning
3/26/2005,Playas De Tijuana -  Baja California Norte -  Mexico,Veh. Accident-Auto
3/26/2005,Playas De Tijuana -  Baja California Norte -  Mexico,Veh. Accident-Auto
3/26/2005,Playas De Tijuana -  Baja California Norte -  Mexico,Veh. Accident-Auto
3/26/2005,Villas Don Blas Hotel -  Tonala -  Jalisco -  Mexico,Drug-Related
3/28/2005,Ensenada -  Baja California Norte -  Mexico,Suicide
3/29/2005,Cancun -  Quintana Roo -  Mexico,Drowning
3/29/2005,Los Barriles -  Baja California Sur -  Mexico,Veh. Accident-Auto
3/31/2005,Highway 15 Navojoa - Obregon -  Navojoa -  Sonora -  Mexico,Veh. Accident-Auto
4/1/2005,Av Cuauhtemoc -  Calle Rotaria -  Fracc Marroquin -  Acapulco -  Guerrero -  Mexico,Veh. Accident-Pedestrian
4/3/2005,Punta Prieta -  Baja California Norte -  Mexico,Veh. Accident-Auto
4/6/2005,Puerto Mejia Beach -  La Paz -  Baja California Sur -  Mexico,Drowning
4/9/2005,Hotel Royal Villas -  Mazatlan -  Mexico,Drowning
4/10/2005,Bahia De Los Angeles -  Baja California Norte -  Mexico,Veh. Accident-Auto
4/14/2005,Km 30 + 200 Freeway Santa Rosa - La Barca -  Poncitlan -  Jalisco -  Mexico,Veh. Accident-Auto
4/14/2005,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
4/14/2005,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
4/17/2005,Mexico City -  Distrito Federal -  Mexico,Homicide
4/18/2005,Los Cabos -  Baja California Sur -  Mexico,Other Accident
4/18/2005,Playa La Llorona -  Coahuayana -  Michoacan -  Mexico,Drowning
4/18/2005,Tepetongo -  Zacatecas -  Mexico,Veh. Accident-Auto
4/19/2005,Tijuana -  Baja California Norte -  Mexico,Suicide
4/20/2005,Ameca - Guadalajara Freeway -  Las Paredes -  San Martin Hidalgo -  Jalisco -  Mexico,Veh. Accident-Auto
4/21/2005,Av Enfermeria S/n Tepic -  Nayarit -  Mexico,Veh. Accident-Motorcycle
4/25/2005,Tijuana -  Baja California Norte -  Mexico,Homicide
4/28/2005,Tijuana -  Baja California Norte -  Mexico,Homicide
4/29/2005,San Jose Del Cabo -  Baja California Sur -  Mexico,Drowning
5/2/2005,San Luis Potosi -  San Luis Potosi -  Mexico,Veh. Accident-Auto
5/7/2005,Los Mochis -  Sinaloa -  Mexico,Homicide
5/9/2005,Agua Prieta -  Sonora -  Mexico,Other Accident
5/10/2005,Centro Medico Siglo Xxi -  Mexico City -  Distrito Federal -  Mexico,Other Accident
