Date,City,Cause of Death
12/10/2003,Nassau -  The Bahamas,Drowning
1/3/2004,Bimini -  The Bahamas,Drowning
1/23/2004,Freeport -  The Bahamas,Veh. Accident-Auto
5/27/2004,Marsh Harbour -  Abaco -  The Bahamas,Air Accident
5/27/2004,Marsh Harbour -  Abaco -  The Bahamas,Air Accident
5/28/2004,Cat Cay -  Bimini -  The Bahamas,Drowning
6/15/2004,Guana Cay -  Abaco -  The Bahamas,Drowning
8/1/2004,Harbour Island -  Eleuthera -  The Bahamas,Drowning
10/19/2004,New Bight -  Cat Island -  The Bahamas,Homicide
10/29/2004,Cabbage Beach -  Nassau -  The Bahamas,Drowning
11/23/2004,Paradise Island -  Nassau -  The Bahamas,Maritime Accident
1/9/2005,Greenwood Resort -  Cat Island -  The Bahamas,Other Accident
2/9/2005,Freeport -  The Bahamas,Suicide
3/3/2005,Big Whale Cay -  Berry Islands -  The Bahamas,Drowning
3/3/2005,Big Whale Cay -  Berry Islands -  The Bahamas,Drowning
3/25/2005,Gun Cay -  Bimini -  The Bahamas,Drowning
5/30/2005,Nassau -  The Bahamas,Other Accident
6/5/2005,Nassau Yacht Haven -  Nassau -  The Bahamas,Other Accident
6/9/2005,Andros -  The Bahamas,Drowning
6/22/2005,Freeport -  The Bahamas,Drowning
7/5/2005,Freeport -  The Bahamas,Drowning
7/11/2005,Nassau -  The Bahamas,Veh. Accident-Pedestrian
8/18/2005,West Bay Street -  Nassau -  The Bahamas,Veh. Accident-Auto
8/23/2005,Freeport -  Grand Bahamas -  The Bahamas,Homicide
9/8/2005,Norman's Cay -  Exuma -  The Bahamas,Air Accident
2/20/2006,San Salvador -  The Bahamas,Other Accident
3/24/2006,Freeport -  The Bahamas,Veh. Accident-Auto
3/25/2006,Freeport -  The Bahamas,Veh. Accident-Auto
5/3/2006,Nassau -  The Bahamas,Other Accident
5/28/2006,Freeport -  Grand Bahamas -  The Bahamas,Drowning
6/29/2006,Nassau -  The Bahamas,Other Accident
7/17/2006,Abaco -  Hope Town -  The Bahamas,Suicide
8/19/2006,Providenciales -  The Bahamas,Suicide
10/5/2006,Freeport -  Grand Bahamas -  The Bahamas,Drowning
3/5/2007,Freeport -  Grand Bahamas -  The Bahamas,Drowning
3/12/2007,Morgans Bluff -  Andros -  The Bahamas,Veh. Accident-Auto
4/10/2007,Big Whale Cay -  Berry Island -  The Bahamas,Air Accident
4/10/2007,Big Whale Cay -  Berry Island -  The Bahamas,Air Accident
4/10/2007,Fortune Bay -  Lucaya -  Freeport -  The Bahamas,Drowning - Ocean
5/6/2007,Treasue Cay -  Abaco -  The Bahamas,Maritime Accident
7/15/2007,Paradise Island -  Nassau,Other Accident
7/22/2007,Marsh Harbour Clinic -  Abaco,Drowning
8/19/2007,Winding Bay -  Marsh Harbour -  Abaco,Other Accident
11/3/2007,Freeport -  The Bahamas,Veh. Accid-Auto
11/4/2007,Freeport,Veh. Accid-Auto
11/4/2007,Nassau -  The Bahamas,Veh. Accid-Motorcy.
11/20/2007,Waters Off South Ocean -  Nassau -  The Bahamas,Drowning-Ocean
1/14/2008,Freeport -  The Bahamas,Drowning
2/18/2008,Nassau -  The Bahamas,Veh. Accid-Motorcy.
3/24/2008,The Bahamas,Air Accident
3/24/2008,The Bahamas,Air Accident
6/27/2008,Nassau -  The Bahamas,Suicide
7/28/2008,Fowl Cay - abaco,Drowning
8/8/2008,Alice Town - bimini,Drowning
10/27/2008,Nassau -  The Bahamas,Drowning
12/27/2008,Freeport -  The Bahamas,Veh. Accid-Auto
4/10/2009,Harbour Isl -  Eleuthera,Veh. Accid-Other
5/20/2009,Governors Harbour -  Eleuthera,Drowning
6/3/2009,Stuart's Cove -  Nassau,Drowning
6/7/2009,Rainbow Beach -  Eleuthera,Drowning
6/7/2009,Rainbow Beach -  Eleuthera,Drowning
6/10/2009,San Salvador,Drowning
8/7/2009,Nassau -  The Bahamas,Homicide
8/12/2009,Abaco -  The Bahamas,Drowning
11/11/2009,Nassau -  The Bahamas,Other Accident
12/12/2009,Chubb Cay - Berry Island -  The Bahamas,Air Accident
12/17/2009,Inagua -  The Bahamas,Air Accident
12/17/2009,Inagua -  The Bahamas,Air Accident
12/24/2009,,Air Accident
1/17/2010,Bimini -  The Bahamas,Air Accident
1/17/2010,Bimini -  The Bahamas,Air Accident
1/17/2010,Bimini -  The Bahamas,Air Accident
1/26/2010,The Bahamas,Veh. Accid-Motorcy.
3/17/2010,Nassau -  The Bahamas,Drowning
4/3/2010,Providenciales -  The Bahamas,Drowning
4/17/2010,Fresh Creek - Andros -  The Bahamas,Drowning
4/24/2010,Abaco -  The Bahamas,Drowning
4/30/2010,Freeport -  The Bahamas,Drowning
5/5/2010,Freeport -  The Bahamas,Drowning
5/9/2010,Nassau -  The Bahamas,Drowning
6/10/2010,Nassau -  The Bahamas,Drowning
7/28/2010,Guana Cay -  Abaco -  The Bahamas,Drowning
8/16/2010,Princess Cays -  Eleuthera -  The Bahamas,Drowning
12/14/2010,The Bahamas,Air Accident
12/24/2010,Half Moon Cay -  Eleuthera -  The Bahamas,Drowning
12/29/2010,Nassau -  The Bahamas,Drowning
4/4/2011,Freeport -  The Bahamas,Drowning
5/1/2011,Nassau -  The Bahamas,Drowning
5/6/2011,Nassau -  The Bahamas,Maritime Accident
6/7/2011,Nassau -  The Bahamas,Drowning
6/16/2011,The Bahamas,Maritime Accident
8/17/2011,Providenciales -  The Bahamas,Drowning
11/7/2011,Abaco -  The Bahamas,Drowning
12/7/2011,Providenciales -  The Bahamas,Drowning
12/18/2011,Abaco -  The Bahamas,Veh. Accid-Auto
12/28/2011,Windermere Island -  Eleuthera -  The Bahamas,Suicide
1/9/2012,Freeport -  The Bahamas,Homicide
1/28/2012,Nassau  -  The Bahamas,Other Accident
2/13/2012,Exuma Cays -  Exuma -  The Bahamas,Drowning
3/24/2012,Providenciales -  Turks & Caicos,Maritime Accident
3/25/2012,Treasure Cay -  Abaco -  The Bahamas,Air Accident
3/25/2012,Treasure Cay -  Abaco -  The Bahamas,Air Accident
3/25/2012,Treasure Cay -  Abaco -  The Bahamas,Air Accident
3/25/2012,Treasure Cay -  Abaco -  The Bahamas,Air Accident
4/7/2012,Providenciales -  Turks & Caicos,Drowning
5/15/2012,Freeport -  The Bahamas,Drowning
6/17/2012,Freeport -  The Bahamas,Drowning
6/21/2012,Nassau  -  The Bahamas,Drowning
7/5/2012,Grand Cay -  Abaco -  The Bahamas,Drowning
7/8/2012,Bimini -  The Bahamas,Suicide
9/8/2012,Exuma -  The Bahamas,Drowning
9/17/2012,Freeport -  The Bahamas,Suicide
1/31/2013,Nassau -  Bahamas,Other Accident
2/4/2013,Eleuthera -  Bahamas,Veh. Accid-Auto
2/28/2013,Nassau -  Bahamas,Other Accident
3/9/2013,Nassau -  Bahamas,Drowning
4/20/2013,Eleuthera -  Bahamas,Drowning
5/12/2013,Nassau -  Bahamas,Homicide
5/15/2013,Freeport -  Bahamas,Drowning
6/17/2013,Bimini -  Bahamas,Suicide
6/23/2013,Nassau -  The Bahamas,Drowning
7/11/2013,Abaco -  The Bahamas,Drowning
11/6/2013,Paradise Island -  Nassau -  The Bahamas,Drowning
11/10/2013,Freeport -  The Bahamas,Air Accident
11/10/2013,Freeport -  The Bahamas,Air Accident
11/10/2013,Freeport -  The Bahamas,Air Accident
11/10/2013,Freeport -  The Bahamas,Air Accident
11/17/2013,Long Island -  The Bahamas,Drowning
11/20/2013,Gregory Town -  Eleuthera -  The Bahamas,Veh. Accid- Auto
1/20/2014,Cowpen Rd. Nassau,Homicide
1/24/2014,Freeport,Homicide
2/25/2014,San Salvador,Drowning
3/1/2014,Nassau,Drowning
3/5/2014,Nassau,Drowning
3/14/2014,Bimini,Homicide
3/16/2014,Nassau,Homicide
3/19/2014,Nassau,Drowning
4/4/2014,Georgetown - Exuma,Drowning
4/28/2014,Grace Bay - Providenciales,Drowning
5/11/2014,Abaco,Drowning
5/26/2014,Turtle Rock - South Bimini,Maritime Accident
6/9/2014,Abaco,Drowning
8/1/2014,Eleuthera,Drowning
8/10/2014,Nassau,Homicide
8/18/2014,Freeport -  Grand Bahama,Air Accident
8/18/2014,Freeport -  Grand Bahama,Air Accident
8/18/2014,Freeport -  Grand Bahama,Air Accident
9/27/2014,Freeport,Drowning
10/24/2014,Eleuthera,Air Accident
11/9/2014,Freeport -  Grand Bahama,Air Accident
11/9/2014,Freeport - Grand Bahama,Air Accident
12/2/2014,Nassau,Air Accident
12/10/2014,Paradise Island,Drowning
12/15/2014,West End  - Grand Bahama,Drowning
1/12/2015,Providenciales,Drowning
1/31/2015,Hawksbill -  Grand Bahama,Homicide
2/2/2015,Providenciales,Drowning
2/23/2015,Nassau,Homicide
2/26/2015,Castaway Cay -  Abaco,Drowning
3/21/2015,Exuma,Other Accident
5/9/2015,Freeport,Drowning
6/8/2015,Providenciales,Drowning
7/9/2015,Abaco,Drowning
7/15/2015,Autec Base -  Andros,Maritime Accident
7/26/2015,Providenciales -  Turks and Caicos Islands,Other Accident
7/29/2015,Abaco,Drowning
10/3/2015,Providenciales -  Turks and Caicos Islands,Suicide
11/1/2015,Nassau,Drowning
12/25/2015,Nassau,Suicide
2/26/2016,Freeport,Drowning
2/27/2016,Bimini,Drowning
3/19/2016,Nassau,Drowning
4/2/2016,Nassau,Drowning
5/13/2016,Bimini,Drowning
7/28/2016,Nassau -  New Providence,Drowning
8/3/2016,Harbour Island -  Eleuthera,Drowning
8/21/2016,Castaway Cay -  Abaco,Drowning
9/20/2016,Little Exuma -  Exuma,Drowning
9/21/2016,Alice Town -  Bimini,Drowning
1/3/2017,Nassau,Drowning
1/16/2017,Abaco,Drowning
2/10/2017,Middle Caicos,Other Accident
3/2/2017,Bimini,Drowning
3/28/2017,Grand Turk,Drowning
3/30/2017,New Providence,Drowning
5/18/2017,Providenciales,Drowning
6/12/2017,Providenciales,Drowning
6/13/2017,Abaco,Drowning
6/20/2017,Nassau,Drowning
7/30/2017,Lower Bogue -  Eleuthera,Other Accident
8/1/2017,Nassau -  New Providence,Drowning
9/1/2017,Marsh Harbour -  Abaco,Drowning
10/1/2017,North Cat Island -  Cat Island,Homicide
10/22/2017,Castaway Cay -  Abaco,Drowning
1/19/2018,At sea,Homicide
3/3/2018,Marsh Harbour -  Central Abaco,Drowning
4/14/2018,Nassau -  Paradise Island,Veh. Accid-Auto
5/6/2018,Simms -  Long Island,Undetermined/Unknown
6/3/2018,Nassau -  New Providence,Drowning
6/16/2018,Nassau -  New Providence,Homicide
6/24/2018,Alice Town -  Bimini,Drowning
6/30/2018,Georgetown -  Exuma,Maritime Accident
7/3/2018,Great Stirrup Cay -  Berry Islands,Drowning
1/26/2019,Cat Island -  Bahamas,Veh. Accid-Motorcy.
3/25/2019,Nassau -  Bahamas,Other Accident
4/5/2019,Nassau -  Bahamas,Drowning
4/10/2019,Grand Turk -  Bahamas,Drowning
4/28/2019,Alice Town -  Bahamas,Homicide
3/6/2003,Shaikh Salman Highway In Isa Town -  Bahrain,Veh. Accident-Bus
4/13/2004,Manama -  Bahrain,Suicide
12/26/2008,Salmaniya -  Bahrain,Veh. Accid-Other
2/28/2009,Manama -  Bahrain,Veh. Accid-Pedestr.
10/24/2011,King Fahd Bridge -  Bahrain,Veh. Accid-Auto
9/10/2013,Manama -  Bahrain,Drowning
7/3/2014,Hidd,Other Accident
10/24/2015,Manama,Veh. Accid-Motorcy.
6/1/2017,Riffa,Other Accident
2/13/2003,Upazila-matlab -  Dist- Chandpur -  Bangladesh,Drowning
4/13/2008,Dhaka -  Bangladesh,Homicide
11/6/2008,Comilla -  Bangladesh,Other Accident
11/9/2009,Moghbazar - Dhaka -  Bangladesh,Suicide
4/11/2010,Dhaka -  Bangladesh,Veh. Accid-Auto
6/8/2010,Noakhali -  Bangladesh,Drowning
2/16/2011,Dinajpur -  Bangladesh,Veh. Accid-Motorcy.
8/31/2011,Pabna -  Bangladesh,Drowning
4/21/2013,Dhaka -  Bangladesh,Suicide
3/19/2014,Rangamati,Drowning
1/4/2015,Dhaka,Veh. Accident-Auto
2/26/2015,Dhaka,Veh. Accident-Auto
6/18/2015,Dhaka ,Other Accident
8/31/2015,Dhaka,Veh. Accid-Motorcy.
4/21/2016,Dhaka,Veh. Accid-Motorcy.
7/1/2016,Dhaka,Terrorist Action
8/2/2016,Comilla,Drowning
3/8/2017,Narayanganj ,Other Accident
2/21/2018,Dhaka -  Dhaka,Drowning
8/27/2018,Dhaka -  Dhaka Division,Veh. Accid-Motorcy.
10/27/2002,St. John's -  Antigua,Veh. Accident-Auto
11/18/2002,Tortola -  British Virgin Islands,Drowning
12/24/2002,Police Marine Base -  Road Reef Marina -  Tortola -  British Virgin Islands,Drowning
11/17/2003,Cooper Island Beach Club -  Tortola -  British Virgin Islands,Drowning
1/22/2004,St. Kitts And Nevis,Homicide
1/22/2004,St. Kitts And Nevis,Homicide
2/20/2004,St. Kitts And Nevis,Other Accident
2/21/2004,St. Lucia,Drug-Related
6/2/2004,Virgin Gorda -  British Virgin Islands,Other Accident
6/11/2004,Tortola -  British Virgin Islands,Veh. Accident-Auto
11/9/2004,St. Michael -  Barbados,Drowning
1/19/2005,Road Town -  Tortola -  British Virgin Islands,Other Accident
3/25/2005,Prospect -  St. James -  Barbados,Veh. Accident-Auto
4/23/2005,Accra Beach -  Christ Church -  Barbados,Drowning
10/24/2006,Barbados -  British Virgin Islands,Suicide
1/10/2007,Stoney Ground -  Barbados,Drowning
2/22/2007,Anguilla -  Barbados,Drowning
4/4/2007,Blefton Beach -  St Michael -  Barbados,Drowning - Ocean
6/7/2007,Barbados -  British Virgin Islands,Vehicle Acid.-Auto
1/2/2008,Gallion Bay -  Barbados,Drowning
4/10/2008,Stoney Ground -  Barbados,Drowning
4/24/2008,Barbados -  British Virgin Islands,Drowning
6/22/2008,West Farm -  Barbados,Veh. Accident-other
7/27/2008,Barbados,Drowning
3/12/2009,The Valley -  Barbados,Veh. Accid-Other
8/4/2009,St. James -  Barbados,Veh. Accid-Auto
9/2/2009,Grand Case -  Barbados,Suicide
9/21/2009,Vieux Fort -  Barbados,Suicide
11/28/2009,St. John's -  Barbados,Homicide
1/19/2010,St. Paul's -  Barbados,Homicide
2/6/2010,Tortola -  Barbados,Drowning
2/23/2010,Tortola -  Barbados,Other Accident
3/5/2010,St. John's -  Barbados,Drowning
4/6/2010,Portsmouth -  Barbados,Drowning
4/10/2010,St. Philip -  Barbados,Drowning
7/20/2010,St. Michael -  Barbados,Drowning
9/3/2010,St. Michael -  Barbados,Other Accident
11/11/2010,St. Michael -  Barbados,Drowning
12/2/2010,Cooper Island -  Barbados,Drowning
12/20/2010,Barbados,Drug-Related
7/18/2011,La Plaine -  Barbados,Drowning
8/16/2011,Bridgetown -  Barbados,Maritime Accident
1/6/2012,Virgin Gorda -  Barbados,Drowning
2/26/2012,Stoney Ground -  Anguilla,Vehicle Accident - Auto
3/9/2012,Jost Van Dyke -  British Virgin Islands,Drowning
5/12/2012,Christ Church -  Barbados,Suicide
7/20/2012,Babbs -  St.Lucy -  Barbados,Suicide
8/31/2013,St. George -  Barbados,Drowning
1/22/2014,Basseterre,Drowning
2/4/2014,Pointe Milou,Suicide
2/12/2014,Tobago Cays,Drowning
4/24/2014,St. James,Drowning
5/14/2014,St. Vincent,Veh. Accid-Other
8/7/2014,Crocus Bay,Drowning
10/8/2014,St. John,Veh. Accid-Auto
12/11/2014, Castries,Maritime Accident
1/15/2015,Salt Island,Drowning
1/24/2015,Cow Mouth Point (Channel) -  Virgin Gorda,Maritime Accident
2/15/2015,Salt Island,Drowning
3/26/2015,St. John,Other Accident
9/25/2015,St. Thomas,Homicide
9/26/2015,St. Philip,Veh. Accid-Auto
11/14/2015,St. Michael,Drowning
12/6/2015,Tortola,Veh. Accid-Bus
12/6/2015,Tortola,Veh. Accid-Bus
12/14/2015,Picard - Portsmouth,Homicide
12/15/2015,Nevis,Drowning
2/7/2016,St. John,Other Accident
1/7/2017,Tortola,Drowning
1/29/2017,Christ Church,Veh. Accid-Auto
2/11/2017,Bequia,Drowning
4/13/2017,Tortola,Suicide
4/19/2017,Willikies,Drowning
10/19/2017,Bridgetown -  St. Michael,Other Accident
10/5/2018,Fitts Village -  St. James,Drowning
10/21/2018,Sunset Crest -  St. James,Veh. Accid-Auto
4/8/2019,St. Paul -  Barbados,Drowning
3/17/2016,Baranovich,Homicide
6/12/2017,Minsk,Other Accident
6/15/2003,Brussels -  Belgium,Homicide
6/13/2004,Brussels -  Belgium,Veh. Accident-Auto
2/28/2005,Brugge -  Belgium,Other Accident
12/3/2007,Vilvoorde -  Belgium,Other Accident
4/1/2009,Chaussee De Lessines -  Soignies -  Belgium,Other Accident
3/4/2010,Sint-Lambrechts-Woluwe -  Belgium,Veh. Accid-Bus
3/28/2010, Ixelles -  Belgium,Homicide
8/23/2010, Aalst -  Belgium,Suicide
2/11/2012,Zaventem -  Belgium,Suicide
8/17/2013,Halle -  Belgium,Suicide
10/3/2013,Begijnendijk -  Belgium,Other Accident
12/1/2013,Tournai -  Belgium,Suicide
3/21/2015,Brussels,Suicide
5/10/2015,Uccle,Veh. Accid-Motorcy.
3/22/2016,Zaventem,Terrorist Action
3/22/2016,Zaventem,Terrorist Action
3/22/2016,Zaventem,Terrorist Action
3/22/2016,Zaventem,Terrorist Action
3/30/2016,Overpelt,Other Accident
9/28/2016,Saint-Gilles -  Brussels,Drug-Related
6/7/2017,Turnhout,Suicide
12/27/2002,Caribbean Sea -  Between English Caye And Turneffe Reef,Maritime Accident
1/20/2003,Between Mls 28 And 29 Western Highway -  Cayo District -  Belize,Veh. Accident-Auto
1/20/2003,Western Highway -  Belize District -  Belize,Veh. Accident-Auto
2/19/2003,San Pedro Town -  Ambergris Caye -  Belize,Drowning
4/10/2003,San Pedro Town -  Belize,Drowning
6/24/2003,Toledo District -  Belize,Suicide
10/22/2003,Belize City -  Belize,Drowning
11/27/2003,Placencia Village -  Belize,Drowning
2/15/2004,Corozal Town -  Belize,Veh. Accident-Auto
2/27/2004,Manatee Village -  Belize,Homicide
4/4/2004,Silk Caye -  Placencia Village -  Stann Creek District -  Belize,Drowning
7/25/2004,Margaret Village -  Cayo District -  Belize,Homicide
11/9/2004,South Water Caye -  Stann Creek Dist. -  Belize,Drowning
11/27/2004,Caye Caulker -  Belizean Waters -  Belize,Other Accident
1/29/2005,Corozal -  Belize,Veh. Accident-Auto
2/19/2005,San Pedro Town -  Belize,Drowning
3/11/2005,San Ignacio Town -  Cayo District -  Belize,Homicide
3/13/2005,San Pedro Ambergris Caye -  Belize,Drowning
6/7/2005,Caye Caulker Village -  Belize District -  Belize,Other Accident
8/20/2005,Belize City -  Belize,Homicide
9/14/2005,Dangriga Town -  Belize,Other Accident
11/13/2005,Indian Creek Village -  Belize,Homicide
11/18/2005,Mountain Pinde Ridge Area -  Belize,Air Accident
11/18/2005,Mountain Pine Ridge Area -  Belize,Air Accident
12/18/2005,San Pedro Town -  Belize,Homicide
2/6/2006,Alamina Drive -  Caye Caulker Village -  Belize,Drowning
2/9/2006,Ambergris Caye -  Belize,Maritime Accident
2/16/2006,San Pedro Town -  Belize,Other Accident
2/26/2006,San Pedro Town -  Belize,Drowning
6/9/2006,San Pedro Town -  Belize,Drowning
8/15/2006,San Ignacio  -  Cayo District -  Belize,Homicide
10/13/2006,San Pedro Town -  Belize,Suicide
1/16/2007,Belize City -  Belize -  Belize,Drowning
3/11/2007,San Ignacio Town -  Cayo District -  Belize,Suicide
7/7/2007,San Pedro Town,Drowning
7/16/2007,Teakettle Village -  Cayo District,Homicide
9/11/2007,Northern Highway -  Orange Walk Town,Veh. Accid-Auto
9/20/2007,Belmopan -  Belize ,Veh. Accid-Bus
7/5/2008,Cayo District -  Belize,Homicide
7/5/2008,Cayo District -  Belize,Homicide
8/4/2008,Caye -  Caulker -  Belize,Drowning
9/24/2008,Belize,Drowning
12/26/2008,San Pedro Town -  Belize,Maritime Accident
7/24/2009,Orange Walk Town -  Belize,Suicide
9/13/2009,Belize -  Belize,Veh. Accid-Auto
11/11/2009,Belize -  Belize,Homicide
12/1/2009,Mopan River - Cayo District -  Belize,Drowning
1/21/2010,Belmopan -  Belize,Homicide
1/29/2010,Belmopan -  Belize,Homicide
2/25/2010,Belmopan -  Belize,Veh. Accid-Motorcy.
2/26/2010,San Pedro Town -  Belize,Air Accident
2/26/2010,San Pedro Town -  Belize,Air Accident
2/26/2010,San Pedro Town -  Belize,Air Accident
2/26/2010,San Pedro Town -  Belize,Air Accident
3/1/2010,Caribbean Sea -  Belize,Drowning
3/10/2010,Belmopan -  Belize,Other Accident
9/7/2010,Belize,Suicide
12/20/2010,Dangriga Town -  Belize,Homicide
1/3/2011,South Water Caye -  Stann Creek -  Belize,Maritime Accident
1/18/2011,San Pedro Town -  Belize,Suicide
2/2/2011,Belize City -  Belize,Maritime Accident
3/5/2011,Belize City -  Belize,Veh. Accid-Auto
3/5/2011,Belize City -  Belize,Veh. Accid-Auto
4/27/2011,San Pedro Town -  Belize,Suicide
4/28/2011,Punta Gorda Town -  Belize,Suicide
8/9/2011,Dangriga -  Belize,Veh. Accid-Auto
9/13/2011,Dangriga -  Belize,Veh. Accid-Auto
10/27/2011,Belize City -  Belize,Drowning
11/10/2011,Belmopan -  Belize,Homicide
4/3/2012,San Pedro -  Belize,Drowning
5/23/2012,San Pedro -  Belize,Suicide
5/31/2012,Belize City -  Belize,Drowning
7/9/2012,Belize City -  Belize ,Maritime Accident
7/27/2012,Stann Creek -  Belize,Suicide
10/21/2012,San Pedro Town -  Belize,Drowning
10/23/2012,Belize City -  Belize,Homicide
10/24/2012,Belize City -  Belize,Homicide
11/11/2012,Belize City -  Belize,Homicide
11/25/2012,Ladyville -  Belize,Homicide
1/25/2013,Corozal -  Belize,Suicide
3/25/2013,Corozal -  Belize,Suicide
5/1/2013,Belize City - Belize,Drowning
5/18/2013,Corozal -  Belize,Veh. Accid-Motorcy.
7/2/2013,Belmopan City -  Belize,Veh. Accid-Auto
8/14/2013,Belize City -  Belize,Suicide
8/17/2013,Belize City -  Belize,Other Accident
9/28/2013,Belmopan City -  Cayo District -  Belize,Homicide
12/10/2013,Belize City -  Belize,Drowning
12/11/2013,Corozal -  Belize,Other Accident
3/26/2014,Corozal District,Homicide
5/27/2014,San Pedro,Suicide
6/26/2014,Belize City,Drowning
8/11/2014,Caye Caulker Village - Belize District,Drowning
2/17/2015,Belmopan City,Veh. Accid-Auto
3/10/2015,Half Moon Caye -  Belize District,Drowning
4/21/2015,Caye Caulker Village -  Belize,Drowning
5/4/2015,Placencia Village -  Stann Creek District,Drowning
5/15/2015,Cayo District,Homicide
6/26/2015,Belize City,Drowning
8/10/2015,San Pedro Town -  San Pedro,Drowning
8/11/2015,Corozal Town,Drowning
8/15/2015,Cayo District,Veh. Accid-Auto
9/7/2015,Corozal Town,Homicide
10/23/2015,San Pedro,Homicide
11/17/2015,Caye Caulker,Drowning
12/26/2015,San Pedro,Veh. Accid-Auto
1/7/2016,Belize City,Drowning
1/14/2016,Cayo,Homicide
2/1/2016,San Pedro,Drowning
2/14/2016,Belize City,Drowning
2/15/2016,Belize City,Homicide
2/27/2016,Dangriga,Drowning
3/14/2016,Punta Gorda,Other Accident
7/9/2016,San Pedro -  Belize,Drowning
12/24/2016,Dangriga -  Stann Creek,Drowning
3/1/2017,Belize,Drowning
3/8/2017,Dangriga,Drowning
3/14/2017,Stann Creek District,Drowning
