Date,City,Country,Cause of Death
9/7/2014,Cozumel -  Quintana Roo,Mexico,Drowning
9/11/2014,Cancun -  Quintana Roo,Mexico,Other Accident
9/16/2014,Montemorelos - Nuevo Leon,Mexico,Homicide
9/17/2014,San Miguel De Allende -  Guanajuato,Mexico,Suicide
9/23/2014,Cd. Juarez - Chihuahua,Mexico,Veh. Accid-Auto
9/24/2014, San Juan Tejupa  - Atlixco -  Puebla,Mexico,Homicide
9/30/2014,Mexicali - Baja California,Mexico,Homicide
10/5/2014,Cuencame - Durango,Mexico,Veh. Accid-Auto
10/5/2014,Matamoros - Tamaulipas,Mexico,Veh. Accid-Auto
10/5/2014,Puerto Vallarta - Jalisco,Mexico,Homicide
10/6/2014,Puerto Penasco - Sonora,Mexico,Drowning
10/8/2014,Cancun - Quintana Roo,Mexico,Other Accident
10/8/2014,Tijuana - Baja California,Mexico,Homicide
10/11/2014,Guadalajara - Jalisco,Mexico,Homicide
10/12/2014,Tijuana - Baja California,Mexico,Homicide
10/13/2014,Matamoros - Tamaulipas,Mexico,Homicide
10/13/2014,Matamoros - Tamaulipas,Mexico,Homicide
10/13/2014,Matamoros - Tamaulipas,Mexico,Homicide
10/13/2014,Playas De Rosarito - Baja California,Mexico,Suicide
10/13/2014,Tulum -  Quintana Roo,Mexico,Other Accident
10/15/2014,Playas De Rosarito - Baja California,Mexico,Other Accident
10/15/2014,San Luis Potosi - San Luis Potosi,Mexico,Homicide
10/18/2014,Juventino Rosas -  Guanajuato,Mexico,Suicide
10/19/2014,Palomas -  Chihuahua,Mexico,Veh. Accid-Auto
10/19/2014,San Luis Rio Colorado - Sonora,Mexico,Veh. Accid-Auto
10/25/2014,Riviera Maya -  Quintana Roo,Mexico,Drowning
10/30/2014,Naucalpan De Juarez,Mexico,Homicide
11/1/2014,Tijuana - Baja California,Mexico,Other Accident
11/5/2014,Riviera Maya - Quintana Roo,Mexico,Homicide
11/5/2014,San Miguel De Allende -  Guanajuato,Mexico,Veh. Accid-Motorcy.
11/6/2014,La Paz - Baja California,Mexico,Suicide
11/8/2014,Puerto Penasco - Sonora,Mexico,Veh. Accid-Motorcy.
11/9/2014,Hermosillo -  Sonora,Mexico,Homicide
11/13/2014,Tijuana - Baja California,Mexico,Homicide
11/14/2014,Benito Juarez -  Sonora,Mexico,Veh. Accid-Auto
11/20/2014,Colima - Colima,Mexico,Homicide
11/20/2014,San Miguel De Allende -  Guanajuato,Mexico,Suicide
11/23/2014,San Jose Del Cabo - Baja California Sur,Mexico,Other Accident
11/29/2014,Mexicali - Baja California,Mexico,Veh. Accid-Auto
12/1/2014, La Mesa - Tijuana - Baja California,Mexico,Veh. Accid-Auto
12/4/2014,Atotonilco El Alto - Jalisco,Mexico,Veh. Accid-Auto
12/15/2014,Cuernavaca -  Morelos,Mexico,Veh. Accid-Pedestr.
12/17/2014,Tijuana - Baja California,Mexico,Homicide
12/17/2014,Tijuana - Baja California,Mexico,Homicide
12/19/2014,Playa Del Carmen -  Quintana Roo,Mexico,Drowning
12/19/2014,Tecamachalco -  Puebla,Mexico,Veh. Accid-Pedestr.
12/20/2014,Nuevo Leon,Mexico,Veh. Accid-Auto
12/21/2014,Tijuana - Baja California,Mexico,Veh. Accid-Auto
12/22/2014,Huejuquilla El Alto - Jalisco,Mexico,Suicide
12/22/2014,San Felipe -  Guanajuato,Mexico,Veh. Accid-Pedestr.
12/23/2014,Ojuelos - Mexticacan - Jalisco,Mexico,Veh. Accid-Motorcy.
12/24/2014,Hermosillo -  Sonora,Mexico,Homicide
12/24/2014,Sonoyta - Sonora,Mexico,Veh. Accid-Auto
12/24/2014,Tijuana - Baja California,Mexico,Suicide
12/26/2014,Tijuana - Baja California,Mexico,Homicide
12/27/2014,Bahia de Banderas - Nayarit,Mexico,Veh. Accid-Auto
12/28/2014,Tijuana - Baja California,Mexico,Homicide
12/29/2014,Colonia Buenos Aires - Nogales - Sonora,Mexico,Homicide
12/29/2014,Puerto Vallarta - Jalisco,Mexico,Other Accident
12/30/2014,Guemez - Tamaulipas,Mexico,Veh. Accid-Auto
12/30/2014,Tamaulipas,Mexico,Veh. Accid-Auto
12/30/2014,Tamaulipas,Mexico,Veh. Accid-Auto
1/2/2015,Tepoztlan -  Morelos,Mexico,Other Accident
1/3/2015,Hidalgo -  Nuevo Leon,Mexico,Other Accident
1/3/2015,Ixtlan Del Rio -  Nayarit,Mexico,Homicide
1/5/2015, Empalme -  Sonora,Mexico,Veh. Accid-Pedestr.
1/5/2015,Casimiro Castillo -  Jalisco,Mexico,Veh. Accid-Auto
1/8/2015,Cotaxtla -  Veracruz,Mexico,Homicide
1/8/2015,Ensenada -  Baja California,Mexico,Veh. Accid-Auto
1/9/2015,San Luis Rio Colorado -  Sonora,Mexico,Homicide
1/10/2015,Zacatecas,Mexico,Veh. Accid-Auto
1/10/2015,Zacatecas,Mexico,Veh. Accid-Auto
1/12/2015,Tecate -  Baja California,Mexico,Homicide
1/15/2015,Akumal -  Quintana Roo,Mexico,Drowning
1/17/2015,El Grullo - Jalisco,Mexico,Homicide
1/18/2015, Colonel Xoco - Mexico -  Distrito Federal,Mexico,Veh. Accid-Pedestr.
1/18/2015,Ciudad Miguel Aleman -  Tamaulipas,Mexico,Homicide
1/21/2015,Ciudad Juarez -  Chihuahua,Mexico,Suicide
1/21/2015,Playas de Rosarito -  Baja California,Mexico,Drug-Related
1/22/2015,Playas De Rosarito -  Baja California,Mexico,Drowning
1/28/2015,Ciudad Juarez - Chihuahua,Mexico,Homicide
1/28/2015,San Juan De Los Lagos -  Jalisco,Mexico,Homicide
1/29/2015,Culiacan -  Sinaloa,Mexico,Veh. Accid-Auto
1/30/2015,Iguala -  Guerrero,Mexico,Homicide
2/3/2015,Playas De Rosarito -  Baja California,Mexico,Drowning
2/3/2015,Playas de Rosarito -  Baja California,Mexico,Veh. Accid-Auto
2/3/2015,Tijuana -  Baja California,Mexico,Suicide
2/3/2015,Tulum -  Quintana Roo,Mexico,Suicide
2/4/2015,Ajijic -  Chapala -  Jalisco,Mexico,Other Accident
2/4/2015,Ciudad Juarez -  Chihuahua,Mexico,Homicide
2/4/2015,Mexico -  Distrito Federal,Mexico,Suicide
2/5/2015,Ciudad Juarez -  Chihuahua,Mexico,Homicide
2/5/2015,Puebla,Mexico,Homicide
2/7/2015,Uruapan -  Michoacan,Mexico,Homicide
2/7/2015,Villanueva -  Zacatecas,Mexico,Homicide
2/11/2015,Mahahual -  Quintana Roo,Mexico,Drowning
2/12/2015,Tlapa -  Guerrero,Mexico,Homicide
2/13/2015,Tacambaro -  Michoacan,Mexico,Veh. Accid-Pedestr.
2/13/2015,Tlaquepaque -  Jalisco,Mexico,Homicide
2/16/2015,Tlaxco -  Tlaxcala,Mexico,Veh. Accid-Auto
2/16/2015,Tlaxco -  Tlaxcala,Mexico,Veh. Accid-Auto
2/16/2015,Tlaxco -  Tlaxcala,Mexico,Veh. Accid-Auto
2/18/2015,Ensenada -  Baja California,Mexico,Other Accident
2/18/2015,Uriangato -  Guanajuato,Mexico,Veh. Accid-Motorcy.
2/20/2015,Galeana -  Nuevo Leon,Mexico,Veh. Accid-Auto
2/22/2015,Reynosa -  Tamaulipas,Mexico,Veh. Accid-Auto
2/23/2015,Nuevo Vallarta -  Bahia De Banderas -  Nayarit,Mexico,Drowning
2/24/2015,San Joaquin -  Mazatlan -  Sinaloa,Mexico,Homicide
2/25/2015,San Luis De La Paz -  Guanajuato,Mexico,Homicide
2/25/2015,Tijuana -  Baja California,Mexico,Homicide
3/4/2015,San Luis Potosi -  San Luis Potosi,Mexico,Veh. Accid-Pedestr.
3/5/2015,Tijuana -  Baja California,Mexico,Veh. Accid-Auto
3/12/2015,Chahuites -  Oaxaca,Mexico,Suicide
3/12/2015,Quintana Roo,Mexico,Veh. Accid-Auto
3/15/2015,Culiacan -  Sinaloa,Mexico,Homicide
3/15/2015,San Pedro Pochutla -  Oaxaca,Mexico,Drowning
3/17/2015,Yucatan,Mexico,Maritime Accident
3/20/2015,Bahia de Banderas -  Nayarit,Mexico,Suicide
3/20/2015,Bahia de Banderas -  Nayarit,Mexico,Suicide
3/22/2015,Vista Hermosa -  Michoacan,Mexico,Veh. Accid-Auto
3/23/2015,Cancun -  Quintana Roo,Mexico,Drowning
3/23/2015,Ixtlan De Los Hervores -  Michoacan,Mexico,Veh. Accid-Auto
3/28/2015,Iguala -  Guerrero,Mexico,Homicide
3/28/2015,San Miguel de Allende -  Guanajuato,Mexico,Drowning
3/31/2015,Playas De Rosarito -  Baja California,Mexico,Drowning
4/1/2015,Culiacan Sinaloa -  Mexico,Mexico,Homicide
4/2/2015,Iguala -  Guerrero,Mexico,Homicide
4/2/2015,San Juan Cacahuatepec -  Oaxaca,Mexico,Veh. Accid-Auto
4/3/2015,Ciudad Juarez -  Chihuahua,Mexico,Homicide
4/5/2015,Tijuana -  Baja California,Mexico,Veh. Accid-Auto
4/7/2015,Cancun -  Quintana Roo,Mexico,Suicide
4/8/2015,Mazatlan -  Sinaloa,Mexico,Veh. Accid-Auto
4/10/2015,Tampico -  Tamaulipas,Mexico,Veh. Accid-Auto
4/11/2015,Playas de Rosarito -  Baja California,Mexico,Drug-Related
4/13/2015,Chihuahua,Mexico,Other Accident
4/14/2015,Tijuana -  Baja California,Mexico,Homicide
4/16/2015,Todos Santos -  La Paz -  Baja California Sur,Mexico,Suicide
4/17/2015,Villa Coronado -  Chihuahua,Mexico,Homicide
4/22/2015,Cancun -  Quintana Roo,Mexico,Drowning
4/22/2015,Chapala - Jalisco,Mexico,Veh. Accid-Pedestr.
4/24/2015,La Paz -  Baja California Sur,Mexico,Veh. Accid-Motorcy.
4/25/2015,Culiacan -  Sinaloa,Mexico,Homicide
4/26/2015,Ciudad Juarez -  Chihuahua,Mexico,Homicide
4/29/2015,Ciudad Manuel Doblado -  Guanajuato,Mexico,Homicide
4/30/2015,General Plutarco Elias Calles -  Sonora,Mexico,Veh. Accid-Auto
4/30/2015,Tijuana -  Baja California,Mexico,Homicide
5/1/2015,Puerto Vallarta -  Jalisco,Mexico,Other Accident
5/2/2015,Playas De Rosarito -  Baja California,Mexico,Homicide
5/2/2015,Tijuana -  Baja California,Mexico,Drug-Related
5/3/2015,Matamoros -  Tamaulipas,Mexico,Homicide
5/3/2015,San Miguel del Valle -  Oaxaca,Mexico,Other Accident
5/3/2015,Tijuana -  Baja California,Mexico,Drug-Related
5/6/2015,Ciudad Juarez -  Chihuahua,Mexico,Homicide
5/6/2015,Morelos -  Zinacantepec,Mexico,Veh. Accid-Pedestr.
5/7/2015,Tijuana -  Baja California,Mexico,Homicide
5/8/2015,Ecatepec De Morelos,Mexico,Veh. Accid-Motorcy.
5/12/2015,Guadalajara -  Jalisco,Mexico,Veh. Accid-Auto
5/15/2015,Culiacan -  Sinaloa -  Mexico,Mexico,Homicide
5/19/2015,Ajijic -  Chapala -  Jalisco,Mexico,Drowning
5/21/2015,Juchitan -  Oaxaca,Mexico,Homicide
5/22/2015,Nuevo Laredo -  Tamaulipas,Mexico,Homicide
5/23/2015,Coahuila,Mexico,Homicide
5/25/2015,Gomez Palacio -  Durango,Mexico,Homicide
5/28/2015,Huaniqueo -  Michoacan,Mexico,Veh. Accid-Auto
6/1/2015,Magdalena -  Sonora,Mexico,Veh. Accid-Motorcy.
6/1/2015,San Pedro Garza Garcia -  Nuevo Leon,Mexico,Suicide
6/2/2015,Puerto Vallarta -  Jalisco,Mexico,Suicide
6/3/2015,Loreto -  Baja California Sur,Mexico,Drowning
6/4/2015,Othon P. Blanco -  Quintana Roo,Mexico,Homicide
6/6/2015,Ensenada -  Baja California,Mexico,Veh. Accid-Auto
6/6/2015,Ensenada -  Baja California,Mexico,Veh. Accid-Auto
6/7/2015,Ciudad Juarez -  Chihuahua,Mexico,Drug-Related
6/8/2015,Rio Bravo -  Tamaulipas,Mexico,Veh. Accid-Auto
6/9/2015,Nogales -  Sonora,Mexico,Homicide
6/10/2015,Arteaga -  Michoacan,Mexico,Drowning
6/11/2015,Ensenada -  Baja California,Mexico,Veh. Accid-Auto
6/11/2015,Tijuana -  Baja California,Mexico,Homicide
6/12/2015,San Miguel De Allende -  Guanajuato,Mexico,Homicide
6/13/2015,Agua Prieta -  Sonora,Mexico,Veh. Accid-Auto
6/14/2015,Ciudad Juarez -  Chihuahua,Mexico,Homicide
6/21/2015,Ciudad Juarez -  Chihuahua,Mexico,Homicide
6/24/2015,Cancun -  Quintana Roo,Mexico,Drowning
6/25/2015,Santa Maria De La Paz -  Zacatecas,Mexico,Homicide
6/27/2015,Ciudad Hidalgo -  Michoacan,Mexico,Veh. Accid-Pedestr.
6/29/2015,Chihuahua -  Chihuahua,Mexico,Veh. Accid-Auto
6/30/2015,Bucerias -  Nayarit,Mexico,Suicide
7/1/2015,Baja California,Mexico,Drug-Related
7/1/2015,Baja California,Mexico,Homicide
7/1/2015,Baja California,Mexico,Homicide
7/2/2015,Chihuahua,Mexico,Homicide
7/2/2015,Zacatecas,Mexico,Other Accident
7/3/2015,Colima,Mexico,Veh. Accid-Auto
7/5/2015,Michoacan,Mexico,Homicide
7/6/2015,Jalisco,Mexico,Suicide
7/6/2015,Sonora,Mexico,Homicide
7/7/2015,Zacatecas,Mexico,Other Accident
7/8/2015,Chihuahua,Mexico,Homicide
7/8/2015,Tamaulipas,Mexico,Homicide
7/8/2015,Tamaulipas,Mexico,Homicide
7/9/2015,Jalisco,Mexico,Suicide
7/10/2015,Quintana Roo,Mexico,Drowning
7/15/2015,Guerrero,Mexico,Other Accident
7/20/2015,Baja California,Mexico,Homicide
7/20/2015,Tamaulipas,Mexico,Veh. Accid-Auto
7/20/2015,Tamaulipas,Mexico,Veh. Accid-Auto
7/21/2015,Oaxaca,Mexico,Homicide
7/22/2015,Guerrero,Mexico,Homicide
7/23/2015,Baja California,Mexico,Veh. Accid-Auto
7/23/2015,Baja California,Mexico,Veh. Accid-Auto
7/24/2015,Sonora,Mexico,Veh. Accid-Auto
7/24/2015,Sonora,Mexico,Veh. Accid-Auto
7/26/2015,Baja California Sur,Mexico,Drowning
7/27/2015,Veracruz,Mexico,Veh. Accid-Auto
8/1/2015,Nuevo Leon,Mexico,Veh. Accid-Auto
8/2/2015,Puebla,Mexico,Homicide
8/5/2015,Baja California,Mexico,Drug-Related
8/5/2015,Toluca,Mexico,Veh. Accid-Auto
8/6/2015,Distrito Federal,Mexico,Other Accident
8/8/2015,Veracruz,Mexico,Veh. Accid-Auto
8/11/2015,Jalisco,Mexico,Suicide
8/11/2015,Veracruz,Mexico,Veh. Accid-Auto
8/12/2015,Nayarit,Mexico,Homicide
8/15/2015,Baja California,Mexico,Homicide
8/15/2015,Baja California,Mexico,Veh. Accid-Auto
8/17/2015,Sonora,Mexico,Drug-Related
8/18/2015,Baja California,Mexico,Homicide
8/18/2015,Guanajuato,Mexico,Suicide
8/19/2015,Campeche,Mexico,Other Accident
8/23/2015,Guerrero,Mexico,Homicide
8/23/2015,Guerrero,Mexico,Suicide
8/24/2015,Baja California Sur,Mexico,Homicide
8/28/2015,Guanajuato,Mexico,Other Accident
8/28/2015,Oaxaca,Mexico,Veh. Accid-Auto
8/28/2015,Oaxaca,Mexico,Veh. Accid-Auto
8/28/2015,Oaxaca,Mexico,Veh. Accid-Auto
8/30/2015,Quintana Roo,Mexico,Homicide
9/4/2015,Baja California,Mexico,Drowning
9/4/2015,Sonora,Mexico,Veh. Accid-Auto
9/5/2015,Baja California,Mexico,Drowning
9/5/2015,Nuevo Leon,Mexico,Veh. Accid-Auto
9/6/2015,Morelos,Mexico,Homicide
9/10/2015,Guerrero,Mexico,Homicide
9/16/2015,Chihuahua,Mexico,Veh. Accid-Auto
9/17/2015,Distrito Federal,Mexico,Veh. Accid-Pedestr.
9/17/2015,Jalisco,Mexico,Other Accident
9/17/2015,Sonora,Mexico,Other Accident
9/18/2015,Coahuila,Mexico,Veh. Accid-Bus
9/21/2015,Jalisco,Mexico,Drowning
9/26/2015,Nuevo Leon,Mexico,Other Accident
9/26/2015,Tamaulipas,Mexico,Homicide
9/29/2015,Jalisco,Mexico,Suicide
9/30/2015,Tamaulipas,Mexico,Homicide
10/2/2015,Baja California,Mexico,Veh. Accid-Auto
10/7/2015,San Luis Potosi,Mexico,Suicide
10/9/2015,Chihuahua,Mexico,Veh. Accid-Pedestr.
10/10/2015,Coahuila,Mexico,Homicide
10/16/2015,Baja California,Mexico,Drowning
10/21/2015,Jalisco,Mexico,Veh. Accid-Pedestr.
10/22/2015,Guanajuato,Mexico,Veh. Accid-Motorcy.
10/25/2015,Guanajuato,Mexico,Homicide
10/25/2015,Tijuna -  Baja California,Mexico,Suicide
10/26/2015,Chihuahua,Mexico,Other Accident
10/26/2015,Tamaulipas,Mexico,Homicide
11/2/2015,Guanajuato,Mexico,Homicide
11/3/2015,Hidalg,Mexico,Other Accident
11/3/2015,Jalisco,Mexico,Suicide
11/3/2015,Nayarit,Mexico,Homicide
11/3/2015,Oaxaca,Mexico,Veh. Accid-Motorcy.
11/4/2015,Baja California,Mexico,Veh. Accid-Motorcy.
11/5/2015,Baja California,Mexico,Drowning
11/8/2015,Baja California Sur,Mexico,Other Accident
11/9/2015,Quintana Roo,Mexico,Other Accident
11/10/2015,San Luis Potosi,Mexico,Veh. Accid-Auto
11/16/2015,Puebla,Mexico,Homicide
11/18/2015,Jalisco,Mexico,Homicide
11/18/2015,Tijuana - Baja California,Mexico,Other Accident
11/21/2015,Baja California,Mexico,Veh. Accid-Pedestr.
11/22/2015,Jalisco,Mexico,Other Accident
11/22/2015,Zacatecas,Mexico,Veh. Accid-Auto
11/25/2015,Coahuila,Mexico,Suicide
11/28/2015,Sonora,Mexico,Veh. Accid-Auto
12/1/2015,Zacatecas,Mexico,Homicide
12/4/2015,Jalisco,Mexico,Homicide
12/6/2015,Baja California,Mexico,Suicide
12/6/2015,Sinaloa,Mexico,Drowning
12/7/2015,Morelos,Mexico,Drowning
12/9/2015,Baja California,Mexico,Other Accident
12/9/2015,Quintana Roo,Mexico,Drowning
12/12/2015,Baja California,Mexico,Veh. Accid-Auto
12/13/2015,Baja California,Mexico,Veh. Accid-Pedestr.
12/14/2015,Puebla,Mexico,Veh. Accid-Pedestr.
12/15/2015,Baja California Sur,Mexico,Drowning
12/16/2015,Baja California,Mexico,Homicide
12/18/2015,Guerrero,Mexico,Veh. Accid-Auto
12/20/2015,Baja California,Mexico,Veh. Accid-Auto
12/21/2015,Oaxaca,Mexico,Veh. Accid-Auto
12/21/2015,Quintana Roo,Mexico,Drowning
12/22/2015,Jalisco,Mexico,Other Accident
12/22/2015,Quintana Roo,Mexico,Drowning
12/24/2015,Zacatecas,Mexico,Veh. Accid-Auto
12/25/2015,Baja California Sur,Mexico,Veh. Accid-Auto
12/25/2015,Oaxaca,Mexico,Homicide
12/28/2015,Baja California,Mexico,Drowning
12/29/2015,Jalisco,Mexico,Other Accident
12/29/2015,Michoacan,Mexico,Other Accident
12/29/2015,Sonora,Mexico,Other Accident
12/30/2015,Baja California,Mexico,Homicide
12/30/2015,Quintana Roo,Mexico,Suicide
1/2/2016,Cohauila,Mexico,Veh. Accid-Auto
1/3/2016,Sonora,Mexico,Veh. Accid-Auto
1/4/2016,Nuevo Leon,Mexico,Veh. Accid-Auto
1/4/2016,Tamaulipas,Mexico,Veh. Accid-Auto
1/7/2016,Chihuahua,Mexico,Other Accident
1/7/2016,Coahuila,Mexico,Veh. Accid-Auto
1/8/2016,Baja California,Mexico,Homicide
1/18/2016,Baja California,Mexico,Suicide
1/18/2016,Baja California,Mexico,Drowning
1/19/2016,Quintana Roo,Mexico,Veh. Accid-Auto
1/20/2016,Michoacan,Mexico,Veh. Accid-Auto
1/21/2016,Guerrero,Mexico,Drowning
1/23/2016,Michoacan,Mexico,Veh. Accid-Auto
1/23/2016,Quintana Roo,Mexico,Drowning
1/31/2016,Guerrero,Mexico,Other Accident
2/1/2016,Baja California,Mexico,Other Accident
2/4/2016,Baja California,Mexico,Homicide
2/7/2016,Durango,Mexico,Drowning
2/9/2016,Quintana Roo,Mexico,Drowning
2/10/2016,Zacatecas,Mexico,Veh. Accid-Auto
2/11/2016,Sinaloa,Mexico,Homicide
2/11/2016,Tamaulipas,Mexico,Veh. Accid-Auto
2/13/2016,Baja California,Mexico,Other Accident
2/13/2016,Nuevo Laredo,Mexico,Homicide
2/13/2016,Puebla,Mexico,Suicide
2/18/2016,Guanajuato,Mexico,Veh. Accid-Auto
2/18/2016,Sinaloa,Mexico,Homicide
2/19/2016,Chihuahua,Mexico,Other Accident
2/20/2016,Quintana Roo,Mexico,Other Accident
2/20/2016,Quintana Roo,Mexico,Drowning
2/23/2016,Baja California,Mexico,Homicide
2/24/2016,Durango,Mexico,Suicide
2/25/2016,Colima,Mexico,Homicide
2/25/2016,Jalisco,Mexico,Other Accident
2/27/2016,Baja California,Mexico,Homicide
2/27/2016,Baja California,Mexico,Veh. Accid-Auto
2/27/2016,Baja California,Mexico,Veh. Accid-Auto
2/27/2016,Oaxaca,Mexico,Drowning
2/29/2016,Chihuahua,Mexico,Homicide
3/2/2016,Quintana Roo,Mexico,Homicide
3/8/2016,Jalisco,Mexico,Veh. Accid-Pedestr.
3/8/2016,Quintana Roo,Mexico,Veh. Accid-Auto
3/8/2016,Quintana Roo,Mexico,Drowning
3/8/2016,Quintana Roo,Mexico,Veh. Accid-Auto
3/8/2016,Sinaloa,Mexico,Suicide
3/9/2016,Jalisco,Mexico,Veh. Accid-Auto
3/9/2016,Quintana Roo,Mexico,Drowning
3/11/2016,Puebla,Mexico,Suicide
3/11/2016,San Luis Potosi,Mexico,Veh. Accid-Auto
3/12/2016,Chihuahua,Mexico,Homicide
3/13/2016,Baja California,Mexico,Veh. Accid-Motorcy.
3/16/2016,Baja California Sur,Mexico,Veh. Accid-Motorcy.
3/16/2016,Estado de Mexico,Mexico,Homicide
3/20/2016,Jalisco,Mexico,Drowning
3/22/2016,Baja California Sur,Mexico,Drug-Related
3/22/2016,Quintana Roo,Mexico,Drowning
3/23/2016,Chihuahua,Mexico,Other Accident
3/23/2016,Chihuahua,Mexico,Other Accident
3/23/2016,Quintana Roo,Mexico,Drowning
3/23/2016,Tamaulipas,Mexico,Drowning
3/24/2016,Jalisco,Mexico,Homicide
3/24/2016,Quintana Roo,Mexico,Other Accident
3/24/2016,Sinaloa,Mexico,Veh. Accid-Motorcy.
3/27/2016,Baja California,Mexico,Homicide
3/27/2016,Jalisco,Mexico,Suicide
3/27/2016,Mexico Distrito Federal,Mexico,Veh. Accid-Auto
3/27/2016,Oaxaca,Mexico,Drowning
3/29/2016,Zacatecas,Mexico,Veh. Accid-Auto
3/30/2016,Guanajuato,Mexico,Homicide
4/2/2016,Baja California,Mexico,Veh. Accid-Auto
4/2/2016,Baja California,Mexico,Veh. Accid-Auto
4/2/2016,Quintana Roo,Mexico,Veh. Accid-Auto
4/2/2016,Quintana Roo,Mexico,Veh. Accid-Motorcy.
4/3/2016,Baja California,Mexico,Veh. Accid-Auto
4/3/2016,Baja California,Mexico,Suicide
4/3/2016,Baja California,Mexico,Suicide
4/3/2016,Zacatecas,Mexico,Drowning
4/5/2016,Baja California,Mexico,Homicide
4/6/2016,Nayarit,Mexico,Other Accident
4/7/2016,Quintana Roo,Mexico,Drowning
4/9/2016,Coahuila,Mexico,Veh. Accid-Auto
4/10/2016,Quintana Roo,Mexico,Homicide
4/16/2016,Baja California,Mexico,Other Accident
4/16/2016,Jalisco,Mexico,Homicide
4/17/2016,Baja California,Mexico,Homicide
4/19/2016,Baja California Sur,Mexico,Veh. Accid-Auto
4/19/2016,Baja California Sur,Mexico,Veh. Accid-Auto
4/19/2016,Jalisco,Mexico,Homicide
4/20/2016,Chiapas,Mexico,Other Accident
4/21/2016,Sonora,Mexico,Veh. Accid-Auto
4/21/2016,Yucatan,Mexico,Veh. Accid-Auto
4/22/2016,Quintana Roo,Mexico,Other Accident
4/22/2016,Sonora,Mexico,Suicide
4/24/2016,Baja California,Mexico,Other Accident
4/24/2016,Guanajuato,Mexico,Suicide
4/24/2016,Sonora,Mexico,Veh. Accid-Auto
4/26/2016,Baja California,Mexico,Veh. Accid-Pedestr.
5/1/2016,Baja California,Mexico,Veh. Accid-Other
5/1/2016,Guanajuato,Mexico,Suicide
5/1/2016,Sinaloa,Mexico,Drowning
5/2/2016,Veracruz ,Mexico,Veh. Accid-Other
5/4/2016,Baja California,Mexico,Suicide
5/5/2016,Jalisco,Mexico,Suicide
5/5/2016,San Luis Potosi,Mexico,Veh. Accid-Pedestr.
5/7/2016,Baja California,Mexico,Homicide
5/7/2016,Chihuahua,Mexico,Homicide
5/8/2016,Baja Californa Sur,Mexico,Homicide
5/8/2016,Baja California,Mexico,Homicide
5/13/2016,Jalisco,Mexico,Homicide
5/13/2016,Quintana Roo,Mexico,Drowning
5/14/2016,Sonora,Mexico,Veh. Accid-Auto
5/15/2016,Baja California,Mexico,Veh. Accid-Pedestr.
5/15/2016,Baja California,Mexico,Homicide
5/18/2016,Morelos,Mexico,Homicide
5/21/2016,Baja California,Mexico,Drug-Related
5/21/2016,Jalisco,Mexico,Homicide
5/24/2016,Baja California,Mexico,Homicide
5/24/2016,Chihuahua,Mexico,Suicide
5/27/2016,Quintana Roo,Mexico,Other Accident
5/27/2016,Sonora,Mexico,Veh. Accid-Auto
5/28/2016,Baja California,Mexico,Veh. Accid-Pedestr.
5/31/2016,Chihuahua,Mexico,Homicide
6/2/2016,Jalisco,Mexico,Veh. Accid-Auto
6/3/2016,Chihuahua,Mexico,Homicide
6/4/2016,Baja California,Mexico,Veh. Accid-Motorcy.
6/4/2016,Baja California,Mexico,Veh. Accid-Pedestr.
6/4/2016,Baja California,Mexico,Veh. Accid-Motorcy.
6/5/2016,Baja California,Mexico,Veh. Accid-Pedestr.
6/7/2016,Baja California Sur,Mexico,Suicide
6/8/2016,Baja California,Mexico,Homicide
6/8/2016,Chihuahua,Mexico,Homicide
6/8/2016,Tamaulipas,Mexico,Drowning
6/12/2016,Baja California,Mexico,Veh. Accid-Auto
6/13/2016,Baja California,Mexico,Suicide
6/15/2016,Baja California Sur,Mexico,Drowning
6/15/2016,Baja California Sur,Mexico,Drowning
6/18/2016,Quintana Roo,Mexico,Other Accident
6/19/2016,Baja California,Mexico,Homicide
6/20/2016,Chihuahua,Mexico,Homicide
6/20/2016,Durango,Mexico,Suicide
6/21/2016,Baja California Sur,Mexico,Drowning
6/27/2016,Quintana Roo,Mexico,Veh. Accid-Motorcy.
6/28/2016,Quintana Roo,Mexico,Drowning
6/28/2016,Sinaloa,Mexico,Homicide
7/4/2016,Guanajuato -  Mexico,Mexico,Other Accident
7/9/2016,Tamaulipas -  Mexico,Mexico,Homicide
7/9/2016,Tamaulipas -  Mexico,Mexico,Homicide
7/9/2016,Tamaulipas -  Mexico,Mexico,Homicide
7/10/2016,Baja California -  Mexico,Mexico,Homicide
7/10/2016,Coahuila -  Mexico,Mexico,Veh. Accid-Auto
7/11/2016,Nayarit -  Mexico,Mexico,Veh. Accid-Auto
7/14/2016,Baja California -  Mexico,Mexico,Homicide
7/14/2016,Michoacan -  Mexico,Mexico,Other Accident
7/16/2016,Baja California -  Mexico,Mexico,Suicide
7/18/2016,Jalisco -  Mexico,Mexico,Suicide
7/18/2016,Quintana Roo -  Mexico,Mexico,Suicide
7/18/2016,Sinaloa -  Mexico,Mexico,Veh. Accid-Auto
7/18/2016,Sonora -  Mexico,Mexico,Veh. Accid-Auto
7/19/2016,Tamaulipas -  Mexico,Mexico,Homicide
7/20/2016,Baja California Sur -  Mexico,Mexico,Drowning
7/22/2016,Jalisco -  Mexico,Mexico,Drowning
7/22/2016,Tamaulipas -  Mexico,Mexico,Homicide
