,Date,City,Country,Cause of Death,Year,Month
5971,3/10/2017,Mandeville,Jamaica,vehicle accident,2017,3
5972,3/11/2017,Manchester,Jamaica,homicide,2017,3
5973,3/24/2017,Negril,Jamaica,drowning,2017,3
5974,4/9/2017,St. James,Jamaica,vehicle accident,2017,4
5975,4/27/2017,Manchester,Jamaica,suicide,2017,4
5976,5/10/2017,Montego Bay,Jamaica,vehicle accident,2017,5
5977,5/12/2017,St. James,Jamaica,suicide,2017,5
5978,5/14/2017,Kingston,Jamaica,homicide,2017,5
5979,7/29/2017,St. Ann,Jamaica,vehicle accident,2017,7
5980,7/29/2017,Trelawny,Jamaica,vehicle accident,2017,7
5981,9/8/2017,St. James,Jamaica,homicide,2017,9
5982,10/6/2017,St. Elizabeth,Jamaica,other accident,2017,10
5983,11/25/2017,St. Elizabeth,Jamaica,drowning,2017,11
5984,11/25/2017,St. James,Jamaica,homicide,2017,11
5985,11/30/2017,St. James,Jamaica,homicide,2017,11
5986,12/14/2017,Grand Cayman,Jamaica,drowning,2017,12
5987,1/2/2018,Mandeville -  Manchester,Jamaica,other accident,2018,1
5988,1/2/2018,Red Hills -  St. Andrew,Jamaica,homicide,2018,1
5989,1/23/2018,At Sea,Jamaica,drowning,2018,1
5990,3/3/2018,New Market -  St. Elizabeth,Jamaica,homicide,2018,3
5991,3/18/2018,St. Ann's Bay -  St. Ann,Jamaica,vehicle accident,2018,3
5992,3/19/2018,St. Ann's Bay -  St. Ann,Jamaica,vehicle accident,2018,3
5993,5/8/2018,Montego Bay -  St. James,Jamaica,other accident,2018,5
5994,5/15/2018,White House -  Westmoreland,Jamaica,drowning,2018,5
5995,5/26/2018,Kingston -  Kingston,Jamaica,homicide,2018,5
5996,6/18/2018,St. Ann's Bay -  St. Ann,Jamaica,drowning,2018,6
5997,7/5/2018,Runaway Bay -  St. Ann,Jamaica,drowning,2018,7
5998,7/10/2018,May Pen -  Clarendon,Jamaica,vehicle accident,2018,7
5999,8/16/2018,George Town -  Grand Cayman ,Jamaica,drowning,2018,8
6000,10/17/2018,George Town -  Grand Cayman,Jamaica,drowning,2018,10
6001,10/20/2018,St. Ann -  Middlesex,Jamaica,vehicle accident,2018,10
6002,10/23/2018,George Town -  Grand Cayman,Jamaica,drowning,2018,10
6003,10/24/2018,St. Ann -  Middlesex,Jamaica,homicide,2018,10
6004,2/16/2019,Westmoreland -  Jamaica,Jamaica,homicide,2019,2
6005,3/11/2019,St. Ann's Bay -  Jamaica,Jamaica,vehicle accident,2019,3
6006,3/19/2019,Spanish Town -  Jamaica,Jamaica,vehicle accident,2019,3
6007,4/28/2019,Falmouth -  Jamaica,Jamaica,vehicle accident,2019,4
6008,5/13/2019,St. Andrew -  Jamaica,Jamaica,homicide,2019,5
6009,10/31/2002,Gotenyama Railway Crossing -  Hirakata -  Osaka -  Japan,Japan,train accident,2002,10
6010,11/18/2002,Shinjuku-ku -  Tokyo -  Japan,Japan,homicide,2002,11
6011,12/3/2002,Fish Port -  Sennan -  Osaka Prefecture -  Japan,Japan,other accident,2002,12
6012,12/11/2002,Tokyo -  Japan,Japan,suicide,2002,12
6013,2/23/2003,226-1 Iiyama -  Iiyama-shi -  Nagano -  Japan,Japan,other accident,2003,2
6014,3/4/2003,Kawaguchiko-machi -  Yamanashi-ken -  Japan,Japan,suicide,2003,3
6015,4/13/2003,Gushikawa -  Okinawa -  Japan,Japan,vehicle accident,2003,4
6016,7/31/2003,Okinawa -  Japan,Japan,vehicle accident,2003,7
6017,10/15/2003,Naka-ku -  Hiroshima -  Japan,Japan,suicide,2003,10
6018,10/28/2003,Naka-ku -  Hiroshima -  Japan,Japan,suicide,2003,10
6019,10/29/2003,Tokyo -  Japan,Japan,vehicle accident,2003,10
6020,1/10/2004,Kita-ku -  Tokyo -  Japan,Japan,suicide,2004,1
6021,1/29/2004,Izumi -  Osaka -  Japan,Japan,suicide,2004,1
6022,2/18/2004,Toshima-ku -  Tokyo -  Japan,Japan,suicide,2004,2
6023,2/22/2004,Oura-gun -  Gunma -  Japan,Japan,suicide,2004,2
6024,3/28/2004,1-1-13 Kamiminecho -  Hitachi-shi -  Ibaraki-ken -  Japan,Japan,vehicle accident,2004,3
6025,5/31/2004,Inohana -  Chuo-ku -  Chiba-shi -  Chiba -  Japan,Japan,vehicle accident,2004,5
6026,6/11/2004,Urafunecho -  Minami-ku -  Yokohama -  Japan,Japan,vehicle accident,2004,6
6027,6/16/2004,Kamigyo-ku Kyoto -  Japan,Japan,suicide,2004,6
6028,8/1/2004,Tama-ku -  Kawasaki-shi -  Kanagawa -  Japan,Japan,homicide,2004,8
6029,10/24/2004,Obihiro -  Hokkaido -  Japan,Japan,suicide,2004,10
6030,10/25/2004,Urawa-ku -  Saitama-shi -  Saitama -  Japan,Japan,suicide,2004,10
6031,11/1/2004,Omachi-shi -  Nagano-ken -  Japan,Japan,vehicle accident,2004,11
6032,12/3/2004,Tokyo -  Japan,Japan,homicide,2004,12
6033,5/7/2005,Fuchu-shi -  Tokyo -  Japan,Japan,vehicle accident,2005,5
6034,8/29/2005,Kobe -  Hyogo -  Japan,Japan,suicide,2005,8
6035,9/12/2005,Nakagami-gun -  Okinawa -  Japan,Japan,suicide,2005,9
6036,12/30/2005,Shinjuku-ku -  Tokyo -  Japan,Japan,suicide,2005,12
6037,1/30/2006,2-9-33 Nishishinsaibashi -  Chuo-ku -  Osaka -  Japan,Japan,other accident,2006,1
6038,2/8/2006,Yokohama-shi -  Kanagawa -  Japan,Japan,suicide,2006,2
6039,3/3/2006,Yokohama -  Kanagawa -  Japan,Japan,suicide,2006,3
6040,3/4/2006,1-10-203 Saiwai-cho 1-chome -  Naniwa-ku -  Osaka -  Japan,Japan,drug-related,2006,3
6041,4/12/2006,Shinjuku-ku -  Tokyo -  Japan,Japan,homicide,2006,4
6042,4/28/2006,Yamanashi-shi -  Yamanashi-ken -  Japan,Japan,vehicle accident,2006,4
6043,5/23/2006,Higashi Okitama-gun -  Yamagata -  Japan,Japan,drowning,2006,5
6044,7/31/2006,Oshima-machi - tokyo -  Japan,Japan,drowning,2006,7
6045,8/26/2006,Nasukarasuyama-shi -  Tochigi -  Japan,Japan,vehicle accident,2006,8
6046,9/30/2006,Takadanobaba -  Shinjuku-ku -  Tokyo -  Japan,Japan,suicide,2006,9
6047,12/21/2006,Tokyo -  Japan,Japan,suicide,2006,12
6048,4/7/2007,Tomishiro City -  Okinawa -  Japan,Japan,suicide,2007,4
6049,9/17/2007,Yoshihara Monobe River -  Yoshikawa-cho -  Konan -  Kochi -  Japan,Japan,drowning,2007,9
6050,9/24/2007,Fujiidera -  Osaka -  Japan,Japan,suicide,2007,9
6051,10/15/2007,Toyama -  Toyama -  Japan,Japan,suicide,2007,10
6052,11/25/2007,Kyoto -  Japan,Japan,suicide,2007,11
6053,1/11/2008,Taihku-ku -  Sendai -  Miyagi -  Prefecture -  Japan,Japan,suicide,2008,1
6054,11/6/2008,Sakai -  Osaka Japan,Japan,suicide,2008,11
6055,12/1/2008,Narita-shi -  Chiba-ken -  Japan,Japan,suicide,2008,12
6056,1/12/2009,Taraha -  Aichi -  Japan,Japan,vehicle accident,2009,1
6057,1/16/2009,Fukui -  Japan,Japan,vehicle accident,2009,1
6058,2/26/2009,Tokyo -  Japan,Japan,suicide,2009,2
6059,3/23/2009,Narita City -  Chiba Prefecture -  Japan,Japan,air accident,2009,3
6060,3/23/2009,Narita City -  Chiba Prefecture -  Japan,Japan,air accident,2009,3
6061,4/25/2009,Tsukuba-shi -  Ibaraki-ken -  Japan,Japan,vehicle accident,2009,4
6062,5/1/2009,Haga-gun -  Tochigi-ken -  Japan,Japan,suicide,2009,5
6063,8/23/2009,Kawaguchi-Shi -  Saitama -  Japan,Japan,vehicle accident,2009,8
6064,10/2/2009,Gunma-ken -  Japan,Japan,suicide,2009,10
6065,10/15/2009, Tokyo -  Japan,Japan,vehicle accident,2009,10
6066,10/30/2009,Tokyo -  Japan,Japan,vehicle accident,2009,10
6067,11/23/2009,Tokyo -  Japan,Japan,suicide,2009,11
6068,1/8/2010,Tokyo -  Japan,Japan,suicide,2010,1
6069,1/19/2010,Minato-ku -  Tokyo -  Japan,Japan,suicide,2010,1
6070,6/6/2010,Urasoe City -  Okinawa -  Japan,Japan,vehicle accident,2010,6
6071,8/23/2010,Shinjuku-ku -  Tokyo -  Japan,Japan,suicide,2010,8
6072,10/10/2010,Kofu-shi -  Yamanashi-ken -  Japan,Japan,vehicle accident,2010,10
6073,12/25/2010,Minato-ku - Tokyo -  Japan,Japan,suicide,2010,12
6074,2/6/2011,Shimada-Shi -  Shizuoka-Ken -  Japan,Japan,suicide,2011,2
6075,3/11/2011,Ishinomaki-shi -  Miyagi-ken -  -  Japan,Japan,disaster,2011,3
6076,3/11/2011,Rikuzentakata City -  Iwate Prefecture -  Japan,Japan,disaster,2011,3
6077,3/30/2011, Kita-ku -  Osaka -  Osaka -  Japan,Japan,vehicle accident,2011,3
6078,3/30/2011,Meguro-ku -  Tokyo -  Japan,Japan,suicide,2011,3
6079,4/1/2011,Ginowan City -  Okinawa -  Japan,Japan,other accident,2011,4
6080,5/26/2011,Saiwai-ku -  Kawasaki-shi -  Kanagawa-ken -  Japan,Japan,suicide,2011,5
6081,7/14/2011,Osaka -  Japan,Japan,other accident,2011,7
6082,7/31/2011,Okinawa -  Japan,Japan,maritime accident,2011,7
6083,8/27/2011,Chib-Ken -  Japan,Japan,drowning,2011,8
6084,11/26/2011,Chibana Okinawa -  Okinawa -  Japan,Japan,homicide,2011,11
6085,12/1/2011,Yamanashi-Ken -  Japan,Japan,other accident,2011,12
6086,4/6/2012,Yokohama-shi -  Kanagawa-ken -  Japan,Japan,vehicle accident,2012,4
6087,4/14/2012,Tsukuba-shi -  Ibaraki-ken -  Japan,Japan,vehicle accident,2012,4
6088,5/22/2012,Shinjuku-ku -  Tokyo -  Japan,Japan,suicide,2012,5
6089,6/20/2012,Toshima-ku -  Tokyo -  Japan,Japan,suicide,2012,6
6090,8/14/2012,Mobara -  Chiba -  Japan,Japan,drowning,2012,8
6091,9/23/2012,Okinawa -  Okinawa -  Japan,Japan,vehicle accident,2012,9
6092,12/1/2012,Uruma City -  Okinawa -  Japan,Japan,maritime accident,2012,12
6093,12/28/2012,Kyoto -  Japan,Japan,drowning,2012,12
6094,1/19/2013,Chuo-Ku -  Kobe -  Japan,Japan,suicide,2013,1
6095,1/25/2013,Yokohama -  Kanagawa-ken -  Japan,Japan,drowning,2013,1
6096,2/2/2013,Yokohama -  Kanagawa-ken -  Japan,Japan,drowning,2013,2
6097,2/9/2013,Tokyo -  Japan,Japan,suicide,2013,2
6098,2/10/2013,Kobe -  Hyogo -  Japan,Japan,suicide,2013,2
6099,3/6/2013,Nishi-Ku -  Kumamoto -  Japan,Japan,homicide,2013,3
6100,3/29/2013,Asahikawa -  Hokkaido -  Japan,Japan,other accident,2013,3
6101,4/15/2013,Tokyo -  Japan,Japan,suicide,2013,4
6102,7/4/2013,Nerima-ku -  Tokyo -  Japan,Japan,suicide,2013,7
6103,7/29/2013,Chuo-ku - Sapporo -  Hokkaido -  Japan,Japan,suicide,2013,7
6104,8/27/2013,Nishi-Ku -  Yokohama -  Japan,Japan,suicide,2013,8
6105,9/30/2013,Shibuya-Ku -  Tokyo -  Japan,Japan,suicide,2013,9
6106,11/28/2013,Fujisawa-shi -  Kanagawa-Ken -  Japan,Japan,suicide,2013,11
6107,12/11/2013,Minami-Ku -  Fukuoka -  Japan,Japan,suicide,2013,12
6108,12/13/2013,Hiroshima -  Japan,Japan,suicide,2013,12
6109,2/27/2014,Minato-ku - Tokyo,Japan,suicide,2014,2
6110,4/2/2014,Minamata-Shi -  Kumamoto-Ken,Japan,vehicle accident,2014,4
6111,5/10/2014,Sagamihara-Shi -  Kanagawa-Ken,Japan,suicide,2014,5
6112,5/17/2014,Matsushima-cho - Miyagi Prefecture,Japan,suicide,2014,5
6113,5/30/2014,Minato-Ku -  Osaka,Japan,suicide,2014,5
6114,9/2/2014,Minamikoma-gun - Yamanashi-ken,Japan,suicide,2014,9
6115,9/29/2014,Hatsukaichi City -  Hiroshima,Japan,drowning,2014,9
6116,11/28/2014,Sumida-ku - Tokyo,Japan,suicide,2014,11
6117,1/14/2015,Sumida-ku -  Tokyo,Japan,suicide,2015,1
6118,1/21/2015,Nagano-Ken,Japan,drowning,2015,1
6119,2/11/2015,Aichi ,Japan,suicide,2015,2
6120,2/27/2015,Hyogo ,Japan,suicide,2015,2
6121,4/25/2015,Hachioji-shi -  Tokyo,Japan,vehicle accident,2015,4
6122,5/4/2015,Naha City -  Okinawa,Japan,other accident,2015,5
6123,5/9/2015,Kanagawa-ken,Japan,other accident,2015,5
6124,5/13/2015,Kanagawa-ken,Japan,suicide,2015,5
6125,7/2/2015,Miyazaki,Japan,suicide,2015,7
6126,8/4/2015,Sayama City - Osaka,Japan,suicide,2015,8
6127,9/12/2015,Uruma -  Okinawa,Japan,vehicle accident,2015,9
6128,10/8/2015,Haebaru Shimajiri-gun -  Okinawa,Japan,drug-related,2015,10
6129,12/9/2015,Sasebo -  Nagasaki,Japan,drowning,2015,12
6130,12/9/2015,Tokyo,Japan,suicide,2015,12
6131,12/15/2015,Tokyo,Japan,suicide,2015,12
6132,1/12/2016,Shizuoka-shi,Japan,suicide,2016,1
6133,4/15/2016,Urayasu-shi,Japan,other accident,2016,4
6134,9/23/2016,Goshonouchikitamachi -  Shimogyo-Ku - Kyoto,Japan,suicide,2016,9
6135,9/27/2016,Minami-ku -  Sagamihara-shi -  Kanagawa-ken,Japan,suicide,2016,9
6136,10/25/2016,Hakone-machi -  Ashigarashimo-gun -  Kanagawa-ken,Japan,drowning,2016,10
6137,11/6/2016,Hoshin -  Higashiyodogawa-Ku -  Osaka,Japan,suicide,2016,11
6138,1/12/2017,Okinawa,Japan,suicide,2017,1
6139,2/22/2017,Tokyo,Japan,other accident,2017,2
6140,3/17/2017,Yokosuka,Japan,other accident,2017,3
6141,5/13/2017,Okinawa,Japan,suicide,2017,5
6142,6/20/2017,Okinawa,Japan,drowning,2017,6
6143,6/30/2017,Kanagawa-ken,Japan,drowning,2017,6
6144,8/28/2017,Funabashi-Shi -  Chiba-Ken,Japan,suicide,2017,8
6145,9/26/2017,Narashino-shi -  Chiba-ken,Japan,suicide,2017,9
6146,10/17/2017,Tokyo,Japan,vehicle accident,2017,10
6147,11/15/2017,Osaka,Japan,drowning,2017,11
6148,11/18/2017,Beppu -  Oita,Japan,vehicle accident,2017,11
6149,12/12/2017,Tokyo,Japan,suicide,2017,12
6150,1/18/2018,Hachioji-shi -  Tokyo,Japan,other accident,2018,1
6151,1/20/2018,Yokosuka-Shi -  Kanagawa-Ken,Japan,suicide,2018,1
6152,1/23/2018,Higashi-Ku -  Okayama,Japan,suicide,2018,1
6153,3/11/2018,Minato-Ku -  Tokyo,Japan,suicide,2018,3
6154,4/29/2018,Shinjuku-ku -  Tokyo,Japan,suicide,2018,4
6155,5/9/2018,Sagamihara-shi -  Kanagawa-ken,Japan,vehicle accident,2018,5
6156,5/12/2018,Saitama-shi -  Saitama-ken,Japan,drowning,2018,5
6157,6/8/2018,Koto -  Tokyo,Japan,suicide,2018,6
6158,7/1/2018,Meiwa-machi -  Ora-gun -  Gunma-ken,Japan,suicide,2018,7
6159,7/10/2018,Minato-Ku -  Tokyo,Japan,suicide,2018,7
6160,7/13/2018,Shibuya-ku -  Tokyo,Japan,suicide,2018,7
6161,8/28/2018,Minato-ku -  Tokyo,Japan,suicide,2018,8
6162,9/10/2018,Chitose -  Hokkaido,Japan,suicide,2018,9
6163,10/6/2018,Sapporo -  Hokkaido,Japan,suicide,2018,10
6164,2/8/2019,Kyoto -  Japan,Japan,drowning,2019,2
6165,4/4/2019,Tokyo -  Japan,Japan,suicide,2019,4
6166,4/6/2019,Yokohama -  Japan,Japan,suicide,2019,4
6167,4/27/2019,Toyooka -  Japan,Japan,drowning,2019,4
6168,5/6/2019,Tokyo -  Japan,Japan,other accident,2019,5
6169,6/18/2019,Osaka -  Japan,Japan,suicide,2019,6
6170,6/27/2019,Kyoto -  Japan,Japan,suicide,2019,6
6171,8/28/2014,Jerusalem,"Israel, the West Bank, and Gaza",other accident,2014,8
6172,10/22/2014,Jerusalem,"Israel, the West Bank, and Gaza",terrorist action,2014,10
6173,11/18/2014,Jerusalem,"Israel, the West Bank, and Gaza",terrorist action,2014,11
6174,11/18/2014,Jerusalem,"Israel, the West Bank, and Gaza",terrorist action,2014,11
6175,11/18/2014,Jerusalem,"Israel, the West Bank, and Gaza",terrorist action,2014,11
6176,10/27/2015,East Talpoit,"Israel, the West Bank, and Gaza",terrorist action,2015,10
6177,10/28/2002,Al-rawabi -  Amman -  Jordan,Jordan,terrorist action,2002,10
6178,2/7/2004,Aqaba To Amman Road Near Al-karak -  Jordan,Jordan,vehicle accident,2004,2
6179,2/7/2004,While Being Transfered After The Accident From Ghor Safi To Amman -  Jordan,Jordan,vehicle accident,2004,2
6180,3/27/2004,Shouneh -  Albalqa -  Jordan,Jordan,drowning,2004,3
6181,6/22/2004,Mafraq -  Jordan,Jordan,vehicle accident,2004,6
6182,7/19/2004,Tafila -  Jordan,Jordan,vehicle accident,2004,7
6183,2/16/2005,Amman -  Jordan,Jordan,vehicle accident,2005,2
6184,6/12/2005,Aqaba -  Jordan,Jordan,vehicle accident,2005,6
6185,11/9/2005,Amman -  Jordan,Jordan,terrorist action,2005,11
6186,11/9/2005,Amman -  Jordan,Jordan,terrorist action,2005,11
6187,11/9/2005,Amman -  Jordan,Jordan,terrorist action,2005,11
6188,11/10/2005,Amman -  Jordan,Jordan,terrorist action,2005,11
6189,7/14/2006,Amman -  Jordan,Jordan,vehicle accident,2006,7
6190,7/26/2006,Amman -  Jordan,Jordan,vehicle accident,2006,7
6191,9/11/2007,Amman -  Jordan,Jordan,vehicle accident,2007,9
6192,11/10/2007,Amman -  Jordan,Jordan,vehicle accident,2007,11
6193,2/2/2008,Amman -  Jordan,Jordan,vehicle accident,2008,2
6194,2/2/2008,Petra -  Jordan,Jordan,other accident,2008,2
6195,3/8/2008,Amman -  Jordan,Jordan,suicide,2008,3
6196,9/3/2008,Ma'an -  Jordan,Jordan,vehicle accident,2008,9
6197,4/1/2009,Amman -  Jordan,Jordan,homicide,2009,4
6198,5/27/2009,Amman -  Jordan,Jordan,homicide,2009,5
6199,5/27/2009,Amman - jordan,Jordan,homicide,2009,5
6200,6/5/2009,Wadi Mousa -  Jordan,Jordan,other accident,2009,6
6201,8/4/2009,AlBalqa -  Jordan,Jordan,drowning,2009,8
6202,8/6/2009,Karak -  Jordan,Jordan,vehicle accident,2009,8
6203,8/6/2009,Karak -  Jordan,Jordan,vehicle accident,2009,8
6204,2/21/2010,Naour -  Jordan,Jordan,suicide,2010,2
6205,5/11/2010,Amman -  Jordan,Jordan,other accident,2010,5
6206,10/25/2010,Madaba -  Jordan,Jordan,vehicle accident,2010,10
6207,8/10/2011,Amman -  Jordan,Jordan,vehicle accident,2011,8
6208,3/26/2012,Amman -  Jordan,Jordan,other accident,2012,3
6209,4/12/2012,Aqaba -  Jordan,Jordan,drowning,2012,4
6210,4/15/2012,Amman -  Jordan,Jordan,vehicle accident,2012,4
6211,5/15/2012,Amman -  Jordan,Jordan,vehicle accident,2012,5
6212,7/30/2012,Amman -  Jordan,Jordan,other accident,2012,7
6213,9/4/2012,Irbid -  Jordan,Jordan,homicide,2012,9
6214,12/2/2012,Amman -  Jordan,Jordan,suicide,2012,12
6215,8/21/2013,Zarqa -  Jordan,Jordan,vehicle accident,2013,8
6216,10/5/2013,Amman -  Jordan,Jordan,vehicle accident,2013,10
6217,6/19/2014,Irbid,Jordan,vehicle accident,2014,6
6218,9/2/2014,Amman,Jordan,vehicle accident,2014,9
6219,9/27/2014,Zarqa,Jordan,other accident,2014,9
6220,11/6/2015,Amman,Jordan,suicide,2015,11
6221,11/6/2015,Amman,Jordan,suicide,2015,11
6222,11/9/2015,Amman,Jordan,terrorist action,2015,11
6223,11/9/2015,Amman,Jordan,terrorist action,2015,11
6224,8/22/2016,Amman,Jordan,vehicle accident,2016,8
6225,8/22/2016,Amman,Jordan,vehicle accident,2016,8
6226,8/28/2016,Aqaba,Jordan,drowning,2016,8
6227,4/2/2017,Amman,Jordan,homicide,2017,4
6228,5/29/2017,Amman,Jordan,unknown/undetermined,2017,5
6229,2/7/2018,Salt -  Balqa,Jordan,vehicle accident,2018,2
6230,2/11/2018,Aqaba -  Aqaba,Jordan,drowning,2018,2
6231,4/24/2019,Amman -  Jordan,Jordan,drowning,2019,4
6232,5/13/2019,Amman -  Jordan,Jordan,other accident,2019,5
6233,7/8/2003,Mangystau Oblast -  Kazakhstan,Kazakhstan,drowning,2003,7
6234,5/3/2004,Uzunagash City -  Kazakhstan,Kazakhstan,vehicle accident,2004,5
6235,9/30/2006,Abai -  Kazakhstan,Kazakhstan,vehicle accident,2006,9
6236,5/13/2007,Ural River -  Atyrau ,Kazakhstan,drowning,2007,5
6237,10/5/2009,Kazakhstan Oblast -  Khazakhstan,Kazakhstan,other accident,2009,10
6238,2/15/2010,Almaty -  Kazakhstan,Kazakhstan,other accident,2010,2
6239,11/27/2010,Almaty Oblast -  Kazakhstan,Kazakhstan,other accident,2010,11
6240,3/14/2015,Astana,Kazakhstan,other accident,2015,3
6241,7/13/2017,Astana,Kazakhstan,vehicle accident,2017,7
6242,7/13/2017,Astana,Kazakhstan,vehicle accident,2017,7
6243,7/16/2017,Astana,Kazakhstan,vehicle accident,2017,7
6244,6/29/2003,Segera -  Laikipia -  Kenya,Kenya,air accident,2003,6
6245,7/19/2003,Mt. Kenya -  Nyeri -  Kenya,Kenya,air accident,2003,7
6246,7/19/2003,Mt. Kenya -  Nyeri -  Kenya,Kenya,air accident,2003,7
6247,7/19/2003,Mt. Kenya -  Nyeri -  Kenya,Kenya,air accident,2003,7
6248,7/19/2003,Mt. Kenya -  Nyeri -  Kenya,Kenya,air accident,2003,7
6249,7/19/2003,Mt. Kenya -  Nyeri -  Kenya,Kenya,air accident,2003,7
6250,7/19/2003,Mt. Kenya -  Nyeri -  Kenya,Kenya,air accident,2003,7
6251,7/19/2003,Mt. Kenya -  Nyeri -  Kenya,Kenya,air accident,2003,7
6252,7/19/2003,Mt. Kenya -  Nyeri -  Kenya,Kenya,air accident,2003,7
6253,7/19/2003,Mt. Kenya -  Nyeri -  Kenya,Kenya,air accident,2003,7
6254,7/19/2003,Mt. Kenya -  Nyeri -  Kenya,Kenya,air accident,2003,7
6255,7/19/2003,Mt. Kenya -  Nyeri -  Kenya,Kenya,air accident,2003,7
6256,7/19/2003,Mt. Kenya -  Nyeri -  Kenya,Kenya,air accident,2003,7
6257,1/11/2004,Nairobi -  Kenya,Kenya,vehicle accident,2004,1
6258,8/28/2004,Nairobi Hospital -  Kenya,Kenya,vehicle accident,2004,8
6259,7/29/2005,Nairobi-mombasa Highway -  Kenya,Kenya,vehicle accident,2005,7
6260,12/31/2005,Nairobi Hospital -  Nairobi -  Kenya,Kenya,vehicle accident,2005,12
6261,2/22/2006,Likoni -  Mombasa -  Kenya,Kenya,homicide,2006,2
6262,3/16/2006,Nairobi -  Kenya,Kenya,homicide,2006,3
6263,3/22/2006,Nairobi -  Kenya,Kenya,other accident,2006,3
6264,4/17/2006,Nairobi -  Kenya,Kenya,other accident,2006,4
6265,7/19/2006,Meru Central -  Kenya,Kenya,suicide,2006,7
6266,8/16/2006,Nyeri Central -  Kenya,Kenya,other accident,2006,8
6267,8/20/2006,Thika District -  Kenya,Kenya,vehicle accident,2006,8
6268,9/23/2006,Ghumsa -  Kenya,Kenya,air accident,2006,9
6269,12/1/2006,Mombasa -  Kenya,Kenya,other accident,2006,12
6270,1/15/2007,Nairobi -  Kenya,Kenya,vehicle accident,2007,1
6271,1/27/2007,Nairobi -  Kenya,Kenya,homicide,2007,1
6272,1/27/2007,Nairobi - kenya,Kenya,homicide,2007,1
6273,5/11/2007,Bamburi -  Mombasa Coast -  Kenya,Kenya,homicide,2007,5
6274,10/9/2008,Buruburu -  Nairobi -  Narobi -  Kenya,Kenya,drowning,2008,10
6275,8/1/2009,Nairobi - Nairobi -  Kenya,Kenya,air accident,2009,8
6276,12/3/2009,Mogadishu -  Kenya,Kenya,terrorist action,2009,12
6277,1/4/2010,Kirinyaga District -  Kenya,Kenya,other accident,2010,1
6278,1/4/2010,Kirinyaya District -  Kenya,Kenya,other accident,2010,1
6279,2/12/2010,Nairobi -  Kenya,Kenya,homicide,2010,2
6280,12/13/2010,Nairobi -  Kenya,Kenya,vehicle accident,2010,12
6281,1/28/2011,Nakuru -  Rift Valley -  Kenya,Kenya,vehicle accident,2011,1
6282,2/27/2011,Narok -  Rift Valley -  Kenya,Kenya,other accident,2011,2
6283,4/5/2011,Nairobi -  Kenya,Kenya,homicide,2011,4
6284,10/20/2011,Malindi Coast -  Kenya,Kenya,vehicle accident,2011,10
6285,11/17/2011,Nairobi -  Kenya,Kenya,vehicle accident,2011,11
6286,12/18/2012,Kisumu -  Kenya,Kenya,suicide,2012,12
6287,2/24/2013,Mt. Kenya -  Kenya,Kenya,air accident,2013,2
6288,7/25/2013,Aberdare Forest -  Nyandarua South -  Kenya,Kenya,air accident,2013,7
6289,7/25/2013,Aberdare Forest -  Nyandarua South -  Kenya,Kenya,air accident,2013,7
6290,9/4/2013,Majengo Mapya -  Kilindini -  Coast -  Kenya,Kenya,homicide,2013,9
6291,11/17/2014,Nairobi - Nairobi,Kenya,homicide,2014,11
6292,4/16/2015,South Nyanza,Kenya,drowning,2015,4
6293,5/18/2015,Kibwezi -  Eastern,Kenya,vehicle accident,2015,5
6294,2/13/2016,Nyanza,Kenya,vehicle accident,2016,2
6295,6/1/2016,Nairobi,Kenya,homicide,2016,6
6296,8/9/2016,Rift Valley,Kenya,vehicle accident,2016,8
6297,6/27/2017,Nairobi,Kenya,homicide,2017,6
6298,7/6/2017,Mombasa,Kenya,suicide,2017,7
6299,11/12/2017,Nairobi,Kenya,other accident,2017,11
6300,12/12/2017,Molo -  Rift Valley,Kenya,vehicle accident,2017,12
6301,1/23/2018,Iten -  Elgeyo-Marakwet,Kenya,other accident,2018,1
6302,2/4/2018,Nairobi -  Nairobi,Kenya,homicide,2018,2
6303,2/28/2018,Naivasha -  Nakuru,Kenya,other accident,2018,2
6304,8/23/2018,Nairobi -  Nairobi County,Kenya,vehicle accident,2018,8
6305,1/14/2019,Nairobi -  Kenya,Kenya,terrorist action,2019,1
6306,2/13/2019,Londiani -  Kenya,Kenya,air accident,2019,2
6307,6/11/2019,Nairobi -  Kenya,Kenya,vehicle accident,2019,6
6308,12/5/2002,Songpa-gu -  Seoul -  Korea,"Korea, Republic of (South Korea)",natural disaster,2002,12
6309,8/17/2003,Seoul -  Korea,"Korea, Republic of (South Korea)",drug-related,2003,8
6310,12/29/2003,Daejon -  Korea,"Korea, Republic of (South Korea)",suicide,2003,12
6311,1/2/2004,Gangseo-gu -  Seoul -  Korea,"Korea, Republic of (South Korea)",suicide,2004,1
6312,4/22/2004,Mia 9 Dong -  Kangbuk-ku -  Seoul -  Korea,"Korea, Republic of (South Korea)",vehicle accident,2004,4
6313,7/15/2004,Kuwol Dong -  Namdong-gu -  Inchun -  Korea,"Korea, Republic of (South Korea)",vehicle accident,2004,7
6314,7/24/2004,Yichon-dong -  Yongsan-gu -  Seoul -  Korea,"Korea, Republic of (South Korea)",drowning,2004,7
6315,2/25/2005,Seoul -  Korea,"Korea, Republic of (South Korea)",other accident,2005,2
6316,3/7/2005,Asan-city -  Korea,"Korea, Republic of (South Korea)",suicide,2005,3
6317,3/12/2005,Pyongtaek-city -  Korea,"Korea, Republic of (South Korea)",suicide,2005,3
