,Date,City,Country,Cause of Death,Year,Month
3115,8/24/2007,Alexandria Desert Road -  Wadi El Natroun -  Beheira -  Cairo -  Egypt,Egypt,vehicle accident,2007,8
3116,10/11/2007,Alamereeya Rd -  Alexandria -  Cairo -  Egypt,Egypt,vehicle accident,2007,10
3117,11/28/2007,Cairo -  Egypt,Egypt,other accident,2007,11
3118,12/25/2007,Alexandria -  Egpyt,Egypt,other accident,2007,12
3119,7/4/2008,Alexandria -  Egypt,Egypt,homicide,2008,7
3120,7/5/2008,Fayoum -  Egypt,Egypt,other accident,2008,7
3121,8/2/2008,Alexandria -  Egypt,Egypt,drowning,2008,8
3122,10/30/2008,Cairo -  Egypt,Egypt,suicide,2008,10
3123,6/29/2009,Mina -  Egypt,Egypt,other accident,2009,6
3124,8/5/2009,Nasr City -  Cairo -  Egypt,Egypt,suicide,2009,8
3125,12/26/2009,Almaadi Algadeeda - Cairo -  Egypt,Egypt,vehicle accident,2009,12
3126,11/30/2010,Hanoville -  Alexandria -  Egypt,Egypt,other accident,2010,11
3127,12/26/2010,Aswan -  Egypt,Egypt,vehicle accident,2010,12
3128,12/26/2010,Aswan -  Egypt,Egypt,vehicle accident,2010,12
3129,12/26/2010,Aswan -  Egypt,Egypt,vehicle accident,2010,12
3130,12/26/2010,Aswan -  Egypt,Egypt,vehicle accident,2010,12
3131,12/26/2010,Aswan -  Egypt,Egypt,vehicle accident,2010,12
3132,12/26/2010,Aswan -  Egypt,Egypt,vehicle accident,2010,12
3133,12/26/2010,Aswan -  Egypt,Egypt,vehicle accident,2010,12
3134,12/26/2010,Aswan -  Egypt,Egypt,vehicle accident,2010,12
3135,12/26/2010,Aswan -  Egypt,Egypt,vehicle accident,2010,12
3136,1/26/2011,Haram -  Giza -  Egypt,Egypt,homicide,2011,1
3137,5/28/2011,Marsa Matrouh -  Egypt,Egypt,drowning,2011,5
3138,12/15/2011,Ismailia -  Egypt,Egypt,vehicle accident,2011,12
3139,12/30/2011,Alexandria -  Egypt,Egypt,drug-related,2011,12
3140,1/9/2012,Cairo -  Egypt,Egypt,vehicle accident,2012,1
3141,7/6/2012,Marsa Matrouh -  Egypt,Egypt,drowning,2012,7
3142,8/13/2012,Cairo -  Egypt,Egypt,suicide,2012,8
3143,9/9/2012,Alexandria -  Egypt,Egypt,homicide,2012,9
3144,11/9/2012,Cairo -  Egypt,Egypt,drug-related,2012,11
3145,12/31/2012,Cairo -  Egypt,Egypt,suicide,2012,12
3146,2/7/2013,El Fayoum -  Egypt,Egypt,vehicle accident,2013,2
3147,5/7/2013,Giza -  Egypt,Egypt,vehicle accident,2013,5
3148,6/15/2013,Giza -  Egypt,Egypt,other accident,2013,6
3149,6/28/2013,Alexandria -  Egypt,Egypt,homicide,2013,6
3150,7/13/2013,Port Said -  Egypt,Egypt,homicide,2013,7
3151,9/13/2013,Alexandria -  Egypt,Egypt,vehicle accident,2013,9
3152,10/13/2013,Ismailia -  Egypt,Egypt,suicide,2013,10
3153,7/8/2014,Marsa Matrouh,Egypt,drowning,2014,7
3154,7/15/2014,Read Sea,Egypt,vehicle accident,2014,7
3155,8/6/2014,Fayoum,Egypt,homicide,2014,8
3156,3/15/2015, Sharm El Sheikh -  South Sinai,Egypt,drowning,2015,3
3157,12/18/2015,Kafr El Dawra -  Beheira,Egypt,other accident,2015,12
3158,4/4/2016,Minia,Egypt,vehicle accident,2016,4
3159,6/8/2016,Cairo,Egypt,other accident,2016,6
3160,9/16/2016,Oyon Mousa Ras Sedr -  South Sinai,Egypt,other accident,2016,9
3161,11/22/2016,Cairo,Egypt,homicide,2016,11
3162,2/6/2017,Hurghada,Egypt,other accident,2017,2
3163,2/18/2017,Cairo,Egypt,vehicle accident,2017,2
3164,3/26/2017,Minia,Egypt,drowning,2017,3
3165,3/26/2017,Minia,Egypt,drowning,2017,3
3166,4/18/2017,Cairo,Egypt,unknown/undetermined,2017,4
3167,5/8/2017,Alexandria,Egypt,vehicle accident,2017,5
3168,5/26/2017,Minia,Egypt,terrorist action,2017,5
3169,8/3/2017,Gleem -  Alexandria,Egypt,other accident,2017,8
3170,8/18/2017,Hurghada -  Red Sea,Egypt,drowning,2017,8
3171,10/19/2017,Damiatta -  Damiatta,Egypt,homicide,2017,10
3172,10/29/2017,Giza -  Giza,Egypt,homicide,2017,10
3173,10/13/2002,San Salvador -  El Salvador,El Salvador,homicide,2002,10
3174,10/29/2002,San Ramon -  Mejicanos -  San Salvador -  El Salvador,El Salvador,homicide,2002,10
3175,11/7/2002,Usulutan -  El Salvador,El Salvador,vehicle accident,2002,11
3176,1/14/2003,Jiquilisco -  Usulutan  -  El Salvador,El Salvador,homicide,2003,1
3177,2/15/2003,Canton Cutumay Camones Santa Ana -  El Salvador,El Salvador,vehicle accident,2003,2
3178,2/15/2003,Canton Cutumay Camones Santa Ana -  El Salvador,El Salvador,vehicle accident,2003,2
3179,3/2/2003,Santa Tecla -  San Salvador -  El Salvador,El Salvador,homicide,2003,3
3180,5/3/2003,Playa Miraflores -  Chirilagua -  San Miguel -  El Salvador,El Salvador,drowning,2003,5
3181,5/17/2003,San Salvador -  El Salvador,El Salvador,other accident,2003,5
3182,5/20/2003,San Miguel -  El Salvador,El Salvador,homicide,2003,5
3183,7/16/2003,El Salvador,El Salvador,vehicle accident,2003,7
3184,7/19/2003,Playa San Antonio Los Blancos -  La Paz -  El Salvador,El Salvador,drowning,2003,7
3185,2/5/2004,Crt Panamericana -  Km 136 -  San Miguel -  El Salvador,El Salvador,vehicle accident,2004,2
3186,2/5/2004,Planes De Renderos -  San Salvador -  El Salvador,El Salvador,homicide,2004,2
3187,4/8/2004,Carretera A Comalapa Km 32 -  San Salvador -  El Salvador,El Salvador,vehicle accident,2004,4
3188,4/8/2004,Carretera A Comalapa Km 32 -  San Salvador -  El Salvador,El Salvador,vehicle accident,2004,4
3189,4/8/2004,Carretera A Comalapa Km 32 -  San Salvador -  El Salvador,El Salvador,vehicle accident,2004,4
3190,4/24/2004,Playa San Diego -  Puerto De La Libertad -  La Libertad -  El Salvador,El Salvador,drowning,2004,4
3191,5/21/2004,Lake Ilopango -  Ilopango -  San Salvador -  El Salvador,El Salvador,drowning,2004,5
3192,5/23/2004,Lake Ilopango -  Ilopango -  San Salvador -  El Salvador,El Salvador,drowning,2004,5
3193,7/11/2004,Santa Rosa De Lima -  La Union -  El Salvador,El Salvador,drowning,2004,7
3194,11/5/2004,Usulutan -  El Salvador,El Salvador,homicide,2004,11
3195,11/25/2004,San Salvador -  El Salvador,El Salvador,homicide,2004,11
3196,1/14/2005,Santa Tecla -  La Libertad -  El Salvador,El Salvador,homicide,2005,1
3197,1/14/2005,Santa Tecla -  La Libertad -  El Salvador,El Salvador,homicide,2005,1
3198,2/4/2005,Playa El Majahual -  La Libertad -  El Salvador,El Salvador,drowning,2005,2
3199,2/17/2005,Canton Semillero -  San Buenaventura -  Usulutan -  El Salvador,El Salvador,vehicle accident,2005,2
3200,4/6/2005,Santa Ana -  El Salvador,El Salvador,vehicle accident,2005,4
3201,4/30/2005,La Libertad -  El Salvador,El Salvador,homicide,2005,4
3202,7/7/2005,Canton San Antonio Los Blancos -  San Luis Ha Herradura -  La Paz -  El Salvador,El Salvador,drowning,2005,7
3203,7/12/2005,Zacatecoluca -  El Salvador,El Salvador,drowning,2005,7
3204,7/26/2005,Playa San Diego -  Puerto De La Libertad -  La Libertad -  El Salvador,El Salvador,drowning,2005,7
3205,10/13/2005,San Salvador -  El Salvador,El Salvador,homicide,2005,10
3206,11/24/2005,Canton Las Isletas -  San Pedro Masahuat -  La Paz -  El Salvador,El Salvador,drowning,2005,11
3207,12/10/2005,Villa La Laguna -  Chalatenango -  El Salvador,El Salvador,vehicle accident,2005,12
3208,7/13/2006,Santa Ana -  El Salvador,El Salvador,vehicle accident,2006,7
3209,8/5/2006,Santa Ana -  El Salvador,El Salvador,other accident,2006,8
3210,1/9/2007,Rio Lempa -  Canton San Benito -  Usulutan -  El Salvador,El Salvador,drowning,2007,1
3211,3/5/2007,Caserio Las Crucitas -  Gucotecti -  Cabanas -  El Salvador,El Salvador,homicide,2007,3
3212,4/21/2007,Costa Del Sol -  San Luis La Herradura -  La Paz -  El Salvador,El Salvador,drowning,2007,4
3213,5/19/2007,Playa El Palmacito -  Canton El Palmar -  Tamanique -  La Libertad -  El Salvador,El Salvador,drowning,2007,5
3214,7/9/2007,San Salvador -  El Salvador,El Salvador,homicide,2007,7
3215,1/26/2008,San Salvador -  El Salvador,El Salvador,other accident,2008,1
3216,3/6/2008,San Miguel -  El Salvador,El Salvador,homicide,2008,3
3217,4/4/2008,Col. El Paraiso & Bulevard Venezuela -  San Salvador -  El Salvador,El Salvador,vehicle accident,2008,4
3218,6/21/2008,La Libertad -  El Salvador,El Salvador,vehicle accident,2008,6
3219,7/3/2008,Tonacatepeque -  San Salvador -  El Salvador,El Salvador,homicide,2008,7
3220,7/13/2008,Lourdes -  Colon -  La Libertad -  El Salvador,El Salvador,suicide,2008,7
3221,10/2/2008,Chalatenango -  Chalatenango -  El Salvador,El Salvador,drowning,2008,10
3222,1/10/2009,San Salvador -  El Salvador,El Salvador,vehicle accident,2009,1
3223,1/24/2009,San Miguel -  El Salvador,El Salvador,homicide,2009,1
3224,3/17/2009,Chiltiupan -  La Libertad -  El Salvador,El Salvador,drowning,2009,3
3225,3/29/2009,Coatepeque -  Santa Ana -  El Salvador,El Salvador,drowning,2009,3
3226,4/11/2009,Usulutan -  El Salvador,El Salvador,drowning,2009,4
3227,4/21/2009,San Salvador -  El Salvador,El Salvador,vehicle accident,2009,4
3228,5/31/2009,San Salvador -  El Salvador,El Salvador,homicide,2009,5
3229,6/14/2009,San Luis La Herradura -  La Paz -  El Salvador,El Salvador,drowning,2009,6
3230,7/16/2009,San Luis La Herradura -  La Paz -  El Salvador,El Salvador,drowning,2009,7
3231,7/27/2009,San Ignacio - Chalatenango -  El Salvador,El Salvador,homicide,2009,7
3232,8/11/2009,La Libertad -  El Salvador,El Salvador,homicide,2009,8
3233,11/24/2009,Olocuilta -  La Paz -  El Salvador,El Salvador,vehicle accident,2009,11
3234,11/24/2009,Soyapango -  San Salvador -  El Salvador,El Salvador,vehicle accident,2009,11
3235,3/5/2010,San Slavador -  El Salvador,El Salvador,homicide,2010,3
3236,4/2/2010,Santa Ana -  El Salvador,El Salvador,homicide,2010,4
3237,4/13/2010,La Paz -  El Salvador,El Salvador,vehicle accident,2010,4
3238,5/31/2010,Santa Rita -  Chalatenango -  El Salvador,El Salvador,homicide,2010,5
3239,7/9/2010,Conchagua -  La Union -  El Salvador,El Salvador,homicide,2010,7
3240,7/26/2010,Mejicanos -  San Salvador -  El Salvador,El Salvador,homicide,2010,7
3241,8/11/2010,San Francisco Javier -  Usulutan -  El Slavador,El Salvador,homicide,2010,8
3242,11/20/2010,Perquin - Morazan -  El Salvador,El Salvador,homicide,2010,11
3243,2/28/2011,La Libertad -  El Salvador,El Salvador,drowning,2011,2
3244,3/10/2011,Santa Ana -  El Salvador,El Salvador,vehicle accident,2011,3
3245,3/17/2011,San Julian -  Sonsonate -  El Salvador,El Salvador,homicide,2011,3
3246,5/7/2011,Santa Tecla -  La Libertad -  El Salvador,El Salvador,homicide,2011,5
3247,5/15/2011,Ilopango -  San Salvador -  El Salvador,El Salvador,air accident,2011,5
3248,7/24/2011,Villanueva -  Cortes -  El Salvador,El Salvador,homicide,2011,7
3249,8/13/2011,La Libertad -  El Salvador,El Salvador,drowning,2011,8
3250,9/8/2011,San Salvador -  El Salvador,El Salvador,homicide,2011,9
3251,11/23/2011,San Miguel -  El Salvador,El Salvador,homicide,2011,11
3252,2/4/2012,San Salvador -  El Salvador,El Salvador,drug-related,2012,2
3253,2/23/2012,San Miguel -  El Salvador,El Salvador,homicide,2012,2
3254,2/23/2012,San Miguel -  El Salvador,El Salvador,homicide,2012,2
3255,5/4/2012,San Salvador -  El Salvador,El Salvador,suicide,2012,5
3256,6/3/2012,San Salvador -  El Salvador,El Salvador,homicide,2012,6
3257,6/29/2012,Zacatecoluca -  La Paz -  El Salvador,El Salvador,vehicle accident,2012,6
3258,7/21/2012,Nahuizalco -  Sonsonate -  El Salvador,El Salvador,vehicle accident,2012,7
3259,8/14/2012,Quezaltepeque -  La Libertad -  El Salvador,El Salvador,homicide,2012,8
3260,9/18/2012,San Salvador -  El Salvador,El Salvador,suicide,2012,9
3261,2/11/2013,Ilobasco -  Cabanas -  El Salvador,El Salvador,homicide,2013,2
3262,2/16/2013,Izalco -  Sonsonate -  El Salvador,El Salvador,homicide,2013,2
3263,3/25/2013,Canton Majahual -  La Libertad -  El Salvador,El Salvador,drowning,2013,3
3264,4/1/2013,La Paz -  El Salvador,El Salvador,homicide,2013,4
3265,8/8/2013,Santiago Texacuangos -  El Salvador,El Salvador,homicide,2013,8
3266,9/16/2013,Bo Santa Cruz -  Santa Ana -  El Salvador,El Salvador,homicide,2013,9
3267,10/23/2013,Puerto de la Libertad -  La Libertad -  El Salvador,El Salvador,drowning,2013,10
3268,11/23/2013,La Libertad -  El Salvador,El Salvador,homicide,2013,11
3269,12/19/2013,Rosario -  La Paz -  El Salvador,El Salvador,homicide,2013,12
3270,1/22/2014,Canton La Joya - San Vicente,El Salvador,homicide,2014,1
3271,5/26/2014, Canton Loma Alta - Santa Ana,El Salvador,homicide,2014,5
3272,6/5/2014, Santa Rosa de Lima - La Union,El Salvador,homicide,2014,6
3273,9/27/2014,Santa Ana,El Salvador,other accident,2014,9
3274,2/23/2015,San Salvador,El Salvador,homicide,2015,2
3275,5/5/2015,Santa Ana,El Salvador,homicide,2015,5
3276,6/20/2015,San Salvador,El Salvador,homicide,2015,6
3277,8/10/2015,San Pedro Perulapan -  Cuscatlan,El Salvador,homicide,2015,8
3278,10/3/2015,San Francisco Menendez -  Ahuachapan,El Salvador,homicide,2015,10
3279,10/16/2015,La Libertad,El Salvador,drowning,2015,10
3280,12/10/2015,La Paz,El Salvador,homicide,2015,12
3281,1/10/2016,La Libertad,El Salvador,drowning,2016,1
3282,1/31/2016,San Salvador,El Salvador,other accident,2016,1
3283,2/6/2016,San Miguel,El Salvador,other accident,2016,2
3284,2/14/2016,Antiguo Cuscatlan,El Salvador,other accident,2016,2
3285,4/6/2016,San Salvador,El Salvador,homicide,2016,4
3286,5/26/2016,Santa Ana,El Salvador,vehicle accident,2016,5
3287,6/10/2016,La Libertad,El Salvador,homicide,2016,6
3288,8/17/2016,Garita Palmera -  Ahuachapan,El Salvador,drowning,2016,8
3289,2/10/2017,La Libertad,El Salvador,homicide,2017,2
3290,3/21/2017,San Miguel,El Salvador,homicide,2017,3
3291,3/22/2017,San Salvador,El Salvador,homicide,2017,3
3292,4/5/2017,Santa Ana,El Salvador,vehicle accident,2017,4
3293,4/13/2017,La Libertad,El Salvador,vehicle accident,2017,4
3294,5/29/2017,Santa Ana,El Salvador,homicide,2017,5
3295,5/30/2017,San Miguel,El Salvador,drowning,2017,5
3296,8/14/2017,Intipuca -  La Union,El Salvador,drowning,2017,8
3297,9/5/2017,San Bartolome Perulapia -  Cuscatlan,El Salvador,homicide,2017,9
3298,10/17/2017,Ahuachapan,El Salvador,homicide,2017,10
3299,12/3/2017,San Miguel,El Salvador,homicide,2017,12
3300,2/22/2018,San Salvador -  San Salvador,El Salvador,homicide,2018,2
3301,4/4/2018,La Libertad -  La Libertad ,El Salvador,drowning,2018,4
3302,4/20/2018,Canton Taquillo -  La Libertad,El Salvador,drowning,2018,4
3303,7/23/2018,San Salvador,El Salvador,vehicle accident,2018,7
3304,12/5/2018,San Luis Talpa - La Paz,El Salvador,drowning,2018,12
3305,12/20/2018,Santa Ana,El Salvador,vehicle accident,2018,12
3306,12/23/2018,San Miguel,El Salvador,vehicle accident,2018,12
3307,3/29/2019,Santa Tecla -  El Salvador,El Salvador,vehicle accident,2019,3
3308,3/31/2019,Usulutan -  El Salvador,El Salvador,drowning,2019,3
3309,4/20/2019,La Union -  El Salvador,El Salvador,vehicle accident,2019,4
3310,5/27/2019,Santa Tecla -  El Salvador,El Salvador,other accident,2019,5
3311,6/6/2019,Teotepeque -  El Salvador,El Salvador,drowning,2019,6
3312,6/15/2019,Ilopango -  El Salvador,El Salvador,suicide,2019,6
3313,7/9/2006,Luba Freeport -  Equatorial Guinea,Equatorial Guinea,other accident,2006,7
3314,5/28/2010,Bata -  Litoral -  Equatorial Guinea,Equatorial Guinea,other accident,2010,5
3315,8/15/2010, Aseng Field -  Equatorial Guinea,Equatorial Guinea,suicide,2010,8
3316,6/15/2003,Asmara -  Eritrea,Eritrea,homicide,2003,6
3317,7/10/2016,Akurdet,Eritrea,vehicle accident,2016,7
3318,11/2/2003,Tallin -  Estonia,Estonia,suicide,2003,11
3319,8/10/2005,Tallin -  Estonia,Estonia,air accident,2005,8
3320,8/10/2005,Tallin -  Estonia,Estonia,air accident,2005,8
3321,5/21/2013,Tallinn -  Estonia,Estonia,other accident,2013,5
3322,3/23/2017,Tallinn,Estonia,vehicle accident,2017,3
3323,11/18/2007,Big Bend -  Eswatini,Eswatini,vehicle accident,2007,11
3324,4/21/2008,Mbabane -  Eswatini,Eswatini,suicide,2008,4
3325,5/16/2013,Pfaffikon -  Eswatini,Eswatini,suicide,2013,5
3326,5/31/2013,Couvet -  Eswatini,Eswatini,suicide,2013,5
3327,6/27/2013,Pfaffikon -  Eswatini,Eswatini,suicide,2013,6
3328,7/9/2003,Addis Ababa -  Ethiopia,Ethiopia,vehicle accident,2003,7
3329,1/24/2004,Meke Town -  130 Km Far From Addis Ababa,Ethiopia,vehicle accident,2004,1
3330,11/29/2007,Konso -  Ethiopia,Ethiopia,vehicle accident,2007,11
3331,11/29/2007,Konso -  Ethiopia,Ethiopia,vehicle accident,2007,11
3332,12/28/2008,Addis Ababa -  Ethiopia,Ethiopia,suicide,2008,12
3333,1/31/2009,Addis Ababa -  Ethiopia,Ethiopia,homicide,2009,1
3334,1/10/2011,Addis Ababa -  Ethiopia,Ethiopia,homicide,2011,1
3335,3/30/2011,Addis Ababa -  Ethiopia,Ethiopia,vehicle accident,2011,3
3336,3/31/2011,Addis Ababa -  Ethiopia,Ethiopia,other accident,2011,3
3337,4/24/2011,Addis Ababa -  Ethiopia,Ethiopia,suicide,2011,4
3338,1/18/2012,Woregarso -  Ethiopia,Ethiopia,vehicle accident,2012,1
3339,3/8/2012,Addis Ababa -  Ethiopia,Ethiopia,other accident,2012,3
3340,3/11/2012,Addis Ababa -  Ethiopia,Ethiopia,vehicle accident,2012,3
3341,11/14/2012,Bahir Dar -  Ethiopia,Ethiopia,vehicle accident,2012,11
3342,6/11/2013,Addis Ababa -  Ethiopia,Ethiopia,vehicle accident,2013,6
3343,9/8/2013,Dire Dawa -  Ethiopia,Ethiopia,drowning,2013,9
3344,11/22/2013,Addis Ababa -  Ethiopia,Ethiopia,vehicle accident,2013,11
3345,8/14/2014,Harer,Ethiopia,vehicle accident,2014,8
3346,1/2/2015,Durbete Achenfer,Ethiopia,vehicle accident,2015,1
3347,10/1/2015,Ayder Referral Hospital - Mekelle - Region 1,Ethiopia,other accident,2015,10
3348,2/17/2016,Addis Ababa,Ethiopia,suicide,2016,2
3349,7/31/2017,Mojjo -  Oromia Region,Ethiopia,vehicle accident,2017,7
3350,9/6/2017,Qoqa -  Oromia Region,Ethiopia,vehicle accident,2017,9
3351,6/23/2018,Debre Markos -  Misrak Gojjam,Ethiopia,vehicle accident,2018,6
3352,9/15/2018,Addis Ababa -  Addis Ababa,Ethiopia,other accident,2018,9
3353,2/1/2019,Addis Ababa -  Ethiopia,Ethiopia,other accident,2019,2
3354,3/10/2019,Bishoftu -  Ethiopia,Ethiopia,air accident,2019,3
3355,3/10/2019,Bishoftu -  Ethiopia,Ethiopia,air accident,2019,3
3356,3/10/2019,Bishoftu -  Ethiopia,Ethiopia,air accident,2019,3
3357,3/10/2019,Bishoftu -  Ethiopia,Ethiopia,air accident,2019,3
3358,3/10/2019,Bishoftu -  Ethiopia,Ethiopia,air accident,2019,3
3359,3/10/2019,Bishoftu -  Ethiopia,Ethiopia,air accident,2019,3
3360,3/10/2019,Bishoftu -  Ethiopia,Ethiopia,air accident,2019,3
3361,3/10/2019,Bishoftu -  Ethiopia,Ethiopia,air accident,2019,3
3362,7/23/2003,Chuuk State -  Federated States Of Micronesia,Federated States Of Micronesia,drowning,2003,7
3363,1/6/2007,Pohnpei -  Fms ,Federated States Of Micronesia,drowning,2007,1
3364,11/13/2008,Colonia -  Yap -  Federated States Of Micronesia,Federated States Of Micronesia,other accident,2008,11
3365,6/18/2009,Pohnpei -  Kolonia -  Federated States Of Micronesia,Federated States Of Micronesia,homicide,2009,6
3366,11/19/2009,Colonia -  Micronesia,Federated States Of Micronesia,homicide,2009,11
3367,9/30/2010,Weno - Chuuk States -  Federated States of Micronesia,Federated States Of Micronesia,other accident,2010,9
3368,10/15/2010,Yap -  Federated States of Micronesia,Federated States Of Micronesia,drowning,2010,10
3369,8/6/2011,Nett -  Pohnpei -  Micronesia,Federated States Of Micronesia,other accident,2011,8
3370,12/6/2012, Chuuk -  Federated States Of Micronesia,Federated States Of Micronesia,maritime accident,2012,12
3371,3/13/2014,Weno - Chuuk State,Federated States Of Micronesia,other accident,2014,3
3372,8/22/2015,Lelu -  Kosrae,Federated States Of Micronesia,drowning,2015,8
3373,12/10/2015,Chuuk,Federated States Of Micronesia,drowning,2015,12
3374,2/28/2017,Yap,Federated States Of Micronesia,suicide,2017,2
3375,11/25/2018,Waters around Pohnpei Island -  Nett -  Pohnpei,Federated States Of Micronesia,drowning,2018,11
3376,2/24/2004,Naviti -  Yasawa -  Fiji,Fiji,drowning,2004,2
3377,3/17/2004,Fiji,Fiji,drowning,2004,3
3378,8/11/2004,Bounty Island Sea Front -  Yasawa -  Lautoka -  Fiji,Fiji,drowning,2004,8
3379,5/10/2005,Matangi Island -  Taveuni -  Fiji,Fiji,drowning,2005,5
3380,11/20/2005,Huahine -  Tahiti -  French Polynesia,Fiji,drowning,2005,11
3381,11/13/2006,Suva -  Fiji,Fiji,other accident,2006,11
3382,2/15/2007,South Seas Island -  Nadi -  Fiji,Fiji,drowning,2007,2
3383,6/13/2007,Bora Bora -  Tahiti,Fiji,drowning,2007,6
3384,7/8/2007,Suva -  Rewa -  Fiji,Fiji,homicide,2007,7
3385,12/6/2007,Lautoka -  Fiji,Fiji,other accident,2007,12
3386,5/24/2008,Navua -  Navua -  Fiji,Fiji,drowning,2008,5
